mmsi,max_jump_km
311513000,314.1
311818000,115.0
311852000,3.0
311855000,5.6
311996000,2.1
312281000,263.9
312786000,3.3
312869000,156.0
314001020,130.2
314001074,268.7
314001093,282.4
314001155,253.0
314036000,308.7
314083000,337.1
314182000,257.2
314237000,6.6
314398000,30.3
314438000,178.7
314463000,4.7
314471000,10.4
314473000,32.8
314474000,4.5
314512000,250.5
314537000,9.8
314544000,31.5
314546000,51.7
314548000,196.8
314549000,231.7
314553000,20.4
314572000,228.4
314582000,29.8
314583000,186.5
314600000,91.1
314602000,220.0
314604000,292.2
314605000,355.5
314606000,3.2
314608000,261.1
314620000,4.4
314629000,11.4
314634000,4.1
314635000,21.0
314645000,278.3
314655000,7.2
314672000,21.2
314715000,292.6
314721000,49.9
314740000,51.4
314750000,3.0
314781000,288.6
314783000,349.0
314822000,377.0
314869000,294.5
314883000,306.5
314884000,218.1
314885000,51.0
314898000,330.6
314922000,2.4
314927000,304.1
314981000,145.5
319113500,337.3
319130800,355.7
331478000,474.8
331563000,76.3
331569000,101.6
331999010,9.9
338058000,279.1
338936000,21.2
341092002,288.2
341299002,426.7
341412000,343.5
341472002,441.0
341652000,70.2
341810000,137.4
341821000,27.7
341832000,238.1
341853001,259.8
351047000,9.2
351184000,33.1
351201000,330.2
351236000,431.6
351354000,306.1
351359000,213.5
351773000,29.7
352001479,51.4
352001788,242.0
352001874,386.7
352001875,6.6
352001928,355.1
352002116,184.8
352002127,336.0
352002216,20.5
352002241,354.1
352002396,233.3
352002452,58.2
352002473,222.5
352002508,12.5
352002643,257.2
352002679,174.9
352002681,48.5
352002931,27.1
352003169,205.6
352003260,307.6
352003339,281.5
352003421,396.3
352003518,203.6
352003666,306.6
352003671,300.7
352003738,361.7
352003741,193.6
352003744,58.8
352003852,277.6
352003854,239.9
352003902,29.5
352003967,10.1
352004107,366.7
352004147,225.2
352004150,257.9
352004173,149.6
352004375,236.8
352004557,282.5
352004563,430.4
352004747,256.8
352004757,29.9
352004858,36.2
352004862,244.0
352004887,183.5
352004926,348.6
352005011,221.2
352005037,210.9
352005172,295.0
352005238,5.9
352005252,237.0
352005301,161.7
352005357,332.3
352005472,244.4
352005520,275.8
352005615,233.9
352005663,2.6
352005681,301.2
352005705,177.2
352005744,314.0
352005799,337.7
352006229,64.2
352006389,50.3
352006698,292.0
352146000,187.6
352179000,283.0
352211000,404.7
352246000,320.1
352428000,307.8
352821000,2.2
352898685,300.2
352898775,270.0
352898793,162.3
353084000,219.4
353321000,244.4
353674000,6.6
353767000,236.5
354056000,225.7
354536000,233.3
354537000,2.8
354540000,294.0
354701000,3.2
354711000,529.6
354782000,32.1
354977000,6.2
355077000,206.3
355286000,236.9
355390000,70.2
355444000,3.5
355931000,7.5
356037000,226.3
356151000,68.5
356300000,352.0
356301000,20.7
356467000,299.7
356639000,56.1
356972000,236.2
357330000,391.0
357437000,409.5
357887000,380.9
366479000,246.3
366599000,180.6
366750000,51.2
367524390,102.5
367625820,14.1
367734460,11.6
367852000,51.0
367862000,8.6
369977000,7.1
369978000,349.7
370126000,315.6
370314000,211.0
370341000,74.1
370603000,340.7
370618000,30.0
370648000,3.1
370731000,206.2
370856000,387.4
371089000,51.6
371179000,49.8
371313000,320.3
371360000,19.2
371458000,230.6
371473000,3.8
371950000,304.4
372002000,14.2
372078000,296.1
372172000,6.5
372427000,218.7
372609000,18.3
372616000,387.7
372818000,2.6
372837000,20.4
373069000,98.8
373240000,306.5
373299000,313.7
373312000,31.5
373440000,2.5
373516000,286.5
374007000,53.5
374045000,184.5
374092000,234.9
374130000,20.0
374134000,280.2
374152000,215.6
374395000,34.9
374495000,9.4
374588000,276.8
375056000,442.5
375282000,142.4
375354000,309.8
375378000,134.1
376205000,276.0
378407000,3.3
400000000,4.7
405000240,285.7
405000336,199.6
405000340,329.3
405000346,362.6
405000373,54.9
405000421,85.1
412914000,249.1
413494710,2.0
414593000,49.9
414637000,314.9
422000171,122.1
423519100,270.9
431048000,291.4
461000232,14.3
461000237,49.1
461000239,296.3
461000242,392.9
461000248,365.6
461000253,178.4
461000256,263.2
477043600,16.4
477103600,58.9
477103800,270.8
477105200,15.5
477123400,47.0
477142400,221.7
477150700,243.2
477151900,221.3
477195100,20.9
477195600,308.7
477293800,192.4
477552100,19.7
477625800,50.8
477628100,29.7
477696400,29.7
477766700,385.8
477792300,281.8
477859300,40.7
477871600,50.3
477885500,21.2
477890200,51.0
477895400,142.1
477895500,178.7
477940400,147.3
477979500,294.6
510647000,5.5
511100505,315.9
511101226,339.1
511101406,50.7
511101557,284.7
511101801,308.3
518998923,3.1
525121002,513.2
538002621,296.8
538003379,251.5
538003440,235.8
538003488,319.9
538003693,32.4
538003788,3.7
538003818,275.9
538003852,26.0
538003905,369.0
538003913,299.7
538004034,31.2
538004090,297.0
538004096,193.8
538004215,293.9
538004371,230.8
538004481,252.5
538004487,290.1
538005066,32.4
538005067,550.7
538005095,376.3
538005182,273.9
538005197,304.8
538005278,263.6
538005294,111.5
538005404,357.1
538005405,2.5
538005419,174.3
538005507,2.8
538005538,306.8
538005696,34.5
538005730,263.2
538005799,207.5
538005903,62.3
538006033,259.1
538006067,4.3
538006197,302.5
538006310,12.6
538006343,222.0
538006468,61.2
538006497,210.3
538006509,335.7
538006517,50.5
538006621,64.7
538006680,189.7
538006771,319.2
538006772,180.1
538006782,309.2
538006813,302.7
538006873,2.1
538006892,316.0
538006954,9.2
538007096,310.7
538007117,9.2
538007133,11.8
538007194,253.0
538007258,243.0
538007272,332.0
538007287,260.7
538007403,241.5
538007511,263.2
538007512,411.1
538007515,284.0
538007582,241.4
538007621,16.1
538007623,365.5
538007685,341.9
538007703,302.0
538007705,2.1
538007722,26.8
538007782,239.4
538007841,341.0
538007921,343.0
538007976,3.5
538008065,53.5
538008083,222.9
538008174,7.7
538008268,272.6
538008274,281.4
538008298,246.2
538008317,71.4
538008347,9.7
538008468,272.4
538008513,191.1
538008516,29.6
538008670,340.8
538008717,294.2
538008763,50.4
538008844,325.5
538009005,343.7
538009011,237.3
538009200,9.9
538009219,315.0
538009292,248.1
538009296,264.0
538009312,244.8
538009370,317.7
538009380,183.3
538009381,29.5
538009387,315.8
538009469,10.8
538009478,2.3
538009534,2.8
538009852,91.5
538009889,245.0
538009947,6.0
538009979,249.6
538009981,47.6
538010007,51.9
538010038,311.7
538010053,302.1
538010073,331.2
538010109,295.2
538010142,272.8
538010164,98.4
538010199,199.1
538010234,2.5
538010364,49.9
538010478,49.5
538010480,364.9
538010497,279.0
538010510,10.0
538010610,188.8
538010642,347.8
538010656,272.2
538010773,402.0
538010919,285.7
538010993,164.5
538011062,57.6
538011064,19.9
538011098,406.3
538011129,293.7
538011173,62.4
538011255,126.3
538011342,13.3
538011353,239.8
538011362,460.4
538011575,350.5
538011675,176.2
538011822,132.4
538011847,2.8
538011910,336.1
538011990,316.1
538012016,317.8
538012162,28.6
538012337,8.3
538012487,244.8
538012518,13.1
538070946,415.4
538090029,8.4
538090596,131.3
538090670,2.9
538090675,144.1
538090696,278.2
563020300,4.3
563032500,130.0
563074600,103.7
563076300,161.3
563078300,9.1
563104800,179.0
563105200,385.4
563167500,11.5
563173900,159.1
563185000,29.3
563193100,105.3
563195100,422.4
563231000,31.3
563249100,245.8
563256400,99.4
563288800,51.4
563315500,104.5
563316100,320.4
563468000,1282.5
563935000,235.4
564066000,49.8
564329000,21.1
565448000,4.1
566029000,97.8
566042000,6.4
566060000,247.2
566090000,281.9
566517000,295.6
566660000,234.3
566679000,46.4
566725000,471.4
566882000,144.1
566954000,126.0
566955000,65.3
574005080,3.4
574005510,9.8
574005750,131.2
576909000,2.1
577179000,3.9
586707366,10.4
603887000,284.6
613007100,263.4
613400212,273.6
613414090,214.1
613442740,477.8
613445620,181.9
613471602,130.1
613719802,308.0
620800018,326.9
620800094,463.0
620800103,217.2
620999138,251.8
620999841,245.0
620999845,2.3
620999859,284.6
620999995,260.4
629009500,199.3
636011282,75.9
636013113,281.7
636013411,105.3
636013645,40.5
636014069,342.7
636014506,809.1
636014927,166.6
636014971,401.3
636014972,232.2
636015007,261.3
636015094,157.9
636015104,21.4
636015171,32.1
636015357,7.2
636015406,12.5
636015548,39.3
636015594,4.8
636015790,309.0
636015891,160.0
636015946,290.1
636015986,230.9
636016069,219.2
636016149,268.4
636016303,126.2
636016363,35.7
636016364,350.1
636016402,3.6
636016416,326.3
636016421,451.3
636016431,51.0
636016434,64.3
636016450,2.1
636016683,336.2
636016699,304.4
636016826,74.1
636016999,287.9
636017036,324.2
636017074,248.7
636017143,275.3
636017229,164.6
636017264,8.9
636017321,280.3
636017335,269.2
636017570,3.3
636017582,317.9
636017656,46.5
636017797,212.1
636017923,107.9
636018051,10.7
636018204,101.5
636018206,406.5
636018250,179.8
636018322,272.8
636018343,9.0
636018365,173.5
636018385,143.6
636018490,241.1
636018491,2.9
636018579,169.6
636018658,276.4
636018743,2.6
636018753,200.4
636018760,257.2
636018830,216.5
636018923,413.1
636019055,304.5
636019119,83.6
636019176,2.2
636019201,7.9
636019207,155.8
636019341,57.1
636019392,245.5
636019411,57.5
636019599,285.0
636019661,57.2
636019704,3.7
636019763,3.3
636019839,2.4
636019884,14.3
636019890,51.3
636020117,310.0
636020188,2.4
636020231,258.1
636020328,243.6
636020344,270.1
636020366,21.1
636020445,15.5
636020467,130.2
636020532,5.3
636020533,35.9
636020540,4.4
636020805,382.4
636020868,3.0
636020981,328.2
636021003,276.0
636021006,221.2
636021035,12.2
636021061,139.4
636021080,271.3
636021090,21.0
636021129,48.9
636021202,303.2
636021274,41.9
636021310,237.0
636021311,133.4
636021344,230.2
636021551,4.4
636021569,5.0
636021584,33.0
636021604,25.4
636021622,82.7
636021630,32.9
636021665,32.7
636021667,112.3
636021680,322.3
636021717,64.2
636021767,346.7
636021798,30.0
636021809,31.2
636021830,9.8
636021850,295.3
636021924,86.6
636021998,7.4
636022138,185.4
636022161,274.4
636022179,15.2
636022293,29.7
636022343,176.3
636022405,301.8
636022433,342.0
636022441,11.1
636022443,24.3
636022448,215.1
636022466,104.2
636022482,244.7
636022597,274.5
636022640,261.9
636022706,299.4
636022721,78.4
636022723,340.2
636022764,276.8
636022800,288.6
636022824,377.5
636022838,282.3
636022858,69.5
636022865,30.0
636022898,32.9
636022919,9.4
636022945,18.1
636022951,352.3
636022986,252.8
636023140,135.4
636023164,251.2
636023222,347.2
636023238,263.8
636023247,10.1
636023265,95.8
636023285,323.3
636023296,347.6
636023334,314.6
636023518,2.4
636023572,350.2
636023677,50.3
636023680,31.8
636023759,314.8
636023837,265.1
636023846,2.2
636023850,329.1
636023942,14.6
636023947,214.7
636023962,51.8
636023979,33.3
636023981,25.5
636024016,65.3
636024028,68.2
636024103,30.8
636024232,387.8
636024234,33.1
636024238,246.1
636024243,123.2
636024374,138.5
636024380,324.7
636024432,319.9
636024483,2.2
636024670,251.5
636024678,280.9
636024691,445.4
636024735,2.1
636024844,223.6
636024859,261.3
636024884,15.3
636024932,284.6
636024953,334.2
636024955,251.6
636024970,406.1
636024999,72.8
636025035,315.9
636025057,243.5
636025065,121.9
636025108,292.7
636025120,310.5
636025194,276.2
636025205,238.4
636025354,236.2
636025461,70.9
636025568,275.5
636025635,116.2
636025672,322.2
636025818,2.9
636025912,34.6
636025948,30.8
636026140,28.4
636026291,32.6
636091784,103.9
636091995,105.4
636092155,31.4
636092297,30.1
636092314,230.0
636092635,132.6
636092744,419.4
636092817,57.3
636093060,317.6
636093065,317.8
636093085,189.4
636093091,310.9
636093200,281.9
636093201,318.7
636093236,8.5
636093259,324.4
636093288,276.0
636093318,75.6
636093331,286.3
636093340,180.8
636093348,328.9
636093369,51.8
636093385,75.4
636093395,9.7
655881000,263.5
667001223,262.9
667001237,324.5
667001251,62.2
667001259,7.1
667001270,236.1
667001287,253.7
667001359,327.7
667001645,138.4
667001997,308.1
667002004,255.3
667002072,334.9
667002260,342.7
667002270,287.9
667002271,2.9
667002314,302.0
667002335,30.6
667002346,278.0
667002349,298.6
667002589,44.0
668116219,404.4
668116372,263.5
777777777,2.3
777777778,2.0
877227562,2.1
877227601,42.0
887211010,18.8
887211016,17.9
887211018,52.4
887211021,15.8
887211031,14.4
887211032,32.6
887211034,12.9
887211035,11.4
887211040,33.3
887211041,4.2
887211044,46.0
887211056,23.9
887211481,9.8
887211659,3.5
887211669,12.8
887211683,20.9
887211693,18.4
887211882,27.6
887220155,25.3
887222148,6.3
887222266,4.3
887222284,19.7
887222287,2.6
887222300,31.6
887222376,18.4
887222383,12.1
887222393,54.6
887222396,8.1
887222399,25.5
887222407,8.9
887222414,21.8
887222415,25.6
887233253,21.7
912191373,5.8
918000123,12.8
918000125,2.8
918000127,272.2
918000187,10.6
970010055,12.2
970024949,19.7
970211669,15.0
970211693,3.1
970214477,4.1
970215123,2.0
970215284,10.5
970215318,18.7
970215320,20.9
970217906,17.1
970220502,24.4
970222145,8.7
970222298,21.7
970222396,26.1
970255243,30.4
972417242,449.5
972604817,7.6
972609605,2.1
982470081,2.6
982594901,5.0
