mmsi,max_jump_km
219956000,41.8
220000139,32.8
220018000,9.3
220038000,4.8
220043000,19.9
220051000,112.2
220072000,33.9
220076000,169.7
220079000,7.0
220099000,264.3
220192000,36.4
220204000,8.8
220235000,7.2
220251000,444.8
220253000,166.2
220307000,36.6
220339000,16.6
220345000,19.3
220352000,10.4
220432000,3.5
220434000,380.8
220435000,252.3
220466000,424.9
220474000,274.9
220476000,479.8
220622000,4.2
220624000,319.3
220625000,379.4
220634000,226.2
220636000,121.9
224376000,42.2
224983000,168.1
225988520,4.0
225994962,35.5
226014880,10.5
226999999,29.6
227178580,5.0
227743230,48.6
227939430,39.1
227962030,36.7
227998600,5.3
228000000,148.7
228467900,268.1
228468600,247.8
228468700,33.4
228468800,250.8
228492700,215.7
228492800,262.3
228492900,328.5
228750000,10.8
229015000,22.0
229027000,378.3
229090000,149.8
229137000,466.0
229191000,3.4
229213000,285.6
229273000,29.8
229344000,2.2
229437000,2.0
229453000,2.8
229455000,4.8
229630000,3.0
229651000,5.5
229732000,329.9
229767000,284.0
229902000,182.3
229941000,295.7
229964000,256.9
230006000,4.8
230011000,172.5
230013180,90.3
230015000,65.1
230025540,2.8
230029960,20.9
230039000,2.0
230042000,4.7
230048000,252.3
230064250,20.3
230069180,54.1
230082780,55.2
230085710,286.8
230085750,315.4
230091950,2.8
230093740,74.5
230095380,30.4
230108270,292.9
230173130,89.1
230179120,339.6
230204000,90.2
230336000,24.7
230350000,40.7
230351000,2.9
230352000,9.2
230617000,16.5
230618000,12.6
230631000,8.6
230643000,2.3
230645000,48.0
230652000,254.5
230662000,245.7
230663000,281.4
230666000,198.5
230670000,326.8
230683000,276.8
230687000,137.6
230688000,246.6
230691000,247.0
230693000,10.8
230694000,203.9
230695000,309.2
230696000,537.5
230697000,200.3
230698000,298.8
230714000,4.0
230715000,78.0
230717000,317.2
230719000,261.0
230723000,131.4
230724000,215.1
230927000,7.0
230935000,267.9
230941700,258.8
230942970,287.3
230982000,351.4
230987000,223.3
231023000,293.1
231025000,5.0
231048000,150.9
231068000,281.8
231075000,2.2
231234000,4.9
231701000,72.7
231766000,67.9
231789000,180.5
231801000,32.8
231815000,272.0
231847000,4.8
231873000,250.3
231884000,251.9
231894000,3.0
231898000,262.9
231917000,2.8
231920000,359.6
232003472,120.1
232003652,26.4
232008090,44.2
232012490,249.8
232013165,184.2
232013230,166.7
232016351,9.9
232025009,2.3
232028663,33.5
232031536,11.3
232032365,25.3
232032735,222.8
232033026,301.8
232033027,216.7
232042483,47.1
232046824,30.3
232046826,64.5
232047453,253.9
232049178,306.2
232050936,66.6
232053513,161.3
232053515,151.1
232054319,128.0
232054955,294.4
232055837,257.1
232056058,264.4
232056735,191.7
232059393,141.4
232059806,13.7
232061419,14.0
235002520,291.9
235008205,80.8
235010480,10.5
235023969,12.1
235035925,34.9
235050683,23.4
235055038,10.8
235059487,252.3
235060303,2.1
235060914,268.4
235068214,3.3
235074917,6.7
235082392,8.5
235091254,405.7
235095776,10.9
235095836,49.7
235103032,8.4
235103408,210.2
235104739,252.4
235108458,271.4
235108528,75.1
235108531,131.9
235108534,29.9
235108711,383.0
235112981,4.9
235116577,3.5
235116828,169.2
235116836,169.2
235117234,272.6
235437000,8.3
235500000,238.8
235505000,20.2
235572000,257.0
236108000,192.0
236111925,344.6
236112491,2.1
236112603,206.5
236283000,296.7
236297000,2.0
236306000,13.0
236385000,9.9
236407000,930.6
236481000,28.9
236509000,320.6
236586000,34.2
236668000,50.3
236673000,244.6
236701000,292.6
236744000,395.1
236749000,63.5
236751000,30.8
238005436,3.5
238252000,345.6
238295000,30.7
238296000,13.3
240447000,225.0
240633000,58.9
240657000,235.4
240893000,51.5
241143000,5.0
241155000,280.7
241166000,237.8
241190000,308.1
241229000,338.6
241281000,20.8
241326000,1041.9
241408000,263.6
241422000,158.5
241454000,88.3
241466000,6.0
241631000,198.7
241689000,2.8
241693000,9.2
241734000,304.8
241746000,290.5
241747000,21.6
241760000,201.9
241798000,392.8
241849000,171.9
241869000,182.3
241874000,240.6
241875000,265.0
241931000,214.7
244003000,392.7
244004916,405.4
244006000,181.2
244010100,20.4
244010157,6.8
244010182,146.0
244010374,66.3
244010869,3.9
244010873,40.8
244015024,5.7
244016000,40.3
244020501,92.0
244020613,27.1
244020808,8.2
244024000,6.0
244026201,58.4
244030448,51.3
244030627,7.4
244036000,293.2
244040992,25.9
244050240,2.0
244050348,13.3
244054000,41.1
244058000,297.4
244059000,258.8
244060083,359.2
244060249,31.3
244060388,75.5
244060662,2.3
244060756,82.9
244063000,289.8
244078228,8.4
244090107,40.2
244090248,84.7
244095541,57.7
244100143,125.8
244100251,299.1
244106000,248.9
244109000,8.7
244110226,4.4
244110824,218.3
244110938,226.7
244110991,23.4
244120000,10.3
244121000,33.1
244130233,63.4
244130525,2.3
244130641,265.6
244130689,17.4
244130690,23.0
244130879,5.1
244140000,51.1
244140321,50.5
244140468,241.5
244142000,335.8
244150212,236.4
244150516,176.8
244153291,24.9
244153490,56.9
244170000,31.0
244181000,168.9
244184286,83.1
244201000,6.5
244210861,105.7
244238000,210.9
244260006,33.1
244267000,255.8
244270640,23.1
244279000,3.0
244297000,340.2
244301000,200.0
244306000,7.7
244308000,274.5
244321000,261.1
244338000,3.5
244367000,62.1
244436000,325.3
244457000,84.3
244482000,237.3
244519000,2.2
244536000,99.0
244554000,555.2
244557535,23.6
244562000,212.0
244565000,369.7
244575000,269.7
244584000,219.9
244590000,320.7
244613000,297.2
244615184,199.6
244620050,86.3
244620052,31.1
244620141,2.6
244630415,341.3
244630458,3.1
244637000,243.0
244642000,272.2
244643000,182.0
244645000,176.4
244650331,39.4
244650648,14.0
244660448,4.5
244662000,59.1
244670726,41.0
244675000,417.0
244677000,108.7
244678000,225.6
244690888,4.1
244690951,106.9
244693000,33.1
244700336,211.3
244703000,336.5
244710893,6.6
244730320,23.2
244730468,194.3
244730469,289.7
244730944,20.7
244740007,9.1
244742000,225.4
244750206,16.2
244750397,229.4
244750806,11.9
244750825,10.3
244770069,107.2
244770393,175.4
244770997,297.8
244772000,60.4
244780000,315.2
244780250,235.7
244780424,232.6
244780569,254.2
244781000,248.7
244790047,386.3
244790055,108.1
244790466,40.0
244790607,8.8
244790608,295.5
244790685,247.3
244790715,66.2
244810209,345.1
244810617,351.8
244810730,325.5
244810815,17.5
244813000,297.5
244820055,78.0
244820165,32.9
244820832,13.7
244820843,7.3
244828000,16.4
244830098,391.8
244830668,190.3
244830818,219.7
244830834,250.7
244847000,4.4
244850075,5.3
244850087,49.2
244850116,309.7
244850553,81.5
244850744,4.6
244850765,6.4
244850832,50.2
244850900,25.0
244850968,3.4
244850970,9.5
244855000,16.0
244860403,99.7
244860468,33.2
244870000,3.0
244870327,11.4
244870427,328.7
244870430,4.9
244870673,201.0
244870674,342.9
244870852,49.1
244874000,343.3
244890901,303.9
244900091,3.7
244901000,3.2
244909000,130.2
244912000,13.5
244944000,50.7
244956000,179.9
244985315,8.9
244995000,244.9
244997000,9.9
245046000,252.5
245058000,10.8
245086000,590.0
245088000,11.7
245097000,3.9
245115000,5.0
245122000,50.9
245147000,5.1
245169000,24.7
245170000,289.0
245179000,29.2
245180000,278.0
245190000,3.9
245223000,113.3
245226000,38.8
245237000,55.9
245246000,6.4
245256000,122.5
245258000,11.4
245267000,4.1
245278000,7.1
245279000,300.2
245286000,8.1
245296000,279.0
245297000,52.3
245299000,16.7
245301000,27.4
245302000,337.9
245306000,20.7
245313000,20.6
245315000,317.4
245347000,90.2
245397000,194.3
245399000,52.0
245405000,4.0
245439000,1077.6
245451000,3.8
245465000,24.3
245466000,356.4
245491000,50.3
245496000,177.3
245503000,170.7
245525000,9.9
245543000,64.5
245546000,98.6
245547000,88.6
245568000,104.1
245601000,9.5
245634000,314.5
245639000,9.2
245656000,3.7
245663000,12.1
245693000,128.5
245732000,113.1
245806000,16.3
245852000,125.4
245877000,3.4
245897000,23.4
245898000,87.5
245901000,405.6
245909000,18.7
245943000,238.5
245953000,262.1
246000000,302.4
246058000,472.2
246061000,431.3
246064000,363.4
246085000,487.4
246090000,227.9
246100000,279.2
246110000,348.7
246125000,8.8
246134000,8.6
246141000,12.3
246179000,2.3
246240000,288.2
246253000,2.2
246257000,3.0
246262000,6.4
246265000,249.5
246278000,2.4
246279000,45.6
246293000,211.2
246302000,108.4
246324000,416.8
246346000,213.0
246352000,84.6
246371000,243.7
246384000,56.9
246394000,28.2
246396000,82.0
246403000,3.9
246440000,65.3
246441000,4.1
246443000,2.0
246447000,207.1
246456000,217.8
246466000,187.5
246479000,418.7
246499000,306.4
246518000,50.7
246519000,48.2
246521000,52.0
246524000,326.2
246535000,220.4
246539000,15.7
246541000,339.6
246542000,418.1
246544000,4.3
246545000,12.5
246546000,2.4
246553000,129.6
246554000,6.8
246555000,7.9
246571000,26.5
246594000,9.2
246598000,253.6
246602000,255.3
246606000,174.3
246607000,49.3
246625000,5.8
246634000,274.7
246639000,2.3
246645000,7.7
246649000,234.3
246650000,5.2
246655000,400.1
246661000,50.1
246666000,33.9
246667000,307.1
246668000,217.4
246669000,3.3
246670000,277.8
246684000,258.4
246716000,30.9
246719000,213.7
246724000,237.1
246733000,328.3
246754000,258.4
246757000,62.5
246767000,286.6
246782000,171.1
246788000,1087.8
246797000,326.8
246798000,255.9
246806000,221.0
246812000,168.3
246822000,220.8
246823000,142.8
246824000,45.2
246827000,114.7
246830000,256.8
246837000,348.3
246838000,302.8
246843000,524.4
246845000,12.5
246846000,261.2
246854000,12.2
246855000,3.2
246867000,284.4
246872000,144.7
246873000,486.7
246877000,177.8
246878000,192.2
246883000,206.6
246900000,416.7
246910000,175.5
246924000,128.1
246925000,178.3
246946000,48.9
246996000,253.6
247153600,32.9
247187700,157.3
247194760,134.7
247266600,204.0
247271400,254.2
247278400,291.9
247278500,319.1
247302900,17.1
247312900,130.1
247343200,47.7
247389200,3.2
247415300,9.2
247433300,2.5
247451700,2.3
247489200,302.6
248020000,208.3
248022000,11.0
248024000,328.7
248056000,4.0
248058000,237.4
248124000,282.6
248132000,280.9
248146000,350.0
248180000,250.2
248219000,304.4
248221000,2.1
248275000,19.5
248285000,259.1
248288000,91.9
248295000,99.2
248296000,231.3
248315000,270.2
248359000,271.6
248363000,3.8
248403000,37.0
248409000,347.1
248417000,328.1
248439000,447.1
248531000,275.0
248533000,243.9
248713000,116.1
248789000,27.0
248828000,152.2
248886000,22.6
248891000,21.0
248897000,404.1
248941000,351.4
248971000,195.8
248985000,290.0
249007000,9.6
249016000,265.7
249084000,478.1
249100000,223.2
249120000,210.7
249145000,2.2
249167000,3.4
249187000,276.0
249222000,159.2
249223000,270.8
249224000,68.6
249225000,237.0
249258000,273.6
249293000,4.1
249302000,260.7
249362000,60.6
249387000,30.2
249397000,397.1
249403000,217.4
249431000,22.9
249471000,29.8
249498000,141.6
249517000,72.5
249537000,40.6
249596000,250.7
249711000,4.0
249803000,250.2
249804000,10.3
249810000,30.7
249814000,21.5
249848000,249.6
249849000,68.7
249857000,24.6
249874000,8.5
249901000,132.8
249905000,181.2
249948000,305.4
249960000,292.1
249987000,264.1
250002434,25.8
250002821,92.1
250002887,73.2
250002903,25.9
250004424,33.0
250005692,389.2
250006456,235.3
250014194,224.7
251846670,2.2
253000025,213.5
253000150,153.4
253082000,7.7
253361000,2.4
253371000,20.9
253383000,4.1
253447000,5.8
253477000,109.3
253641000,7.1
253678000,10.5
253743000,6.9
253747000,4.8
255601240,267.2
255619000,254.2
255705000,9.8
255714000,49.8
255724000,219.8
255735000,56.8
255768000,4.7
255801280,362.1
255802540,275.3
255802840,2.4
255802860,286.0
255802870,254.1
255802940,318.2
255802950,149.2
255803560,2.7
255804280,5.0
255804460,195.8
255804570,3.5
255804970,51.4
255805340,29.9
255805470,51.6
255805557,232.5
255805561,433.9
255805577,297.2
255805586,273.1
255805594,315.8
255805640,462.1
255805653,294.9
255805765,215.8
255805774,244.2
255805829,457.5
255805842,267.7
255805881,259.6
255805882,127.7
255805884,238.7
255805899,240.4
255805906,3.6
255805917,84.3
255805951,257.2
255805954,231.0
255805955,2.6
255805988,232.8
255806016,202.6
255806060,4.0
255806139,271.5
255806146,134.0
255806148,278.4
255806151,30.0
255806169,2.0
255806188,252.6
255806191,286.0
255806192,4.8
255806196,408.7
255806204,20.6
255806224,103.1
255806226,401.8
255806230,77.7
255806244,6.5
255806246,286.8
255806247,328.4
255806249,2.2
255806258,3.1
255806300,47.4
255806303,24.0
255806306,167.7
255806328,31.7
255806329,37.1
255806359,50.8
255806364,107.8
255806367,8.9
255806368,10.4
255806370,399.3
255806384,314.5
255806387,106.3
255806390,15.5
255806404,29.0
255806433,334.9
255806436,278.8
255806438,261.4
255806440,4.9
255806441,291.6
255806443,369.3
255806444,74.0
255806446,5.9
255806451,40.0
255806452,56.1
255806462,193.5
255806464,242.0
255806465,168.0
255806468,294.2
255806469,251.4
255806476,260.5
255806478,248.1
255806484,3.5
255806505,6.9
255806513,2.1
255806519,2.8
255812000,168.2
255814000,6.0
255815000,234.3
255845000,26.2
255854000,20.3
255861000,62.2
255871000,296.6
255891000,37.3
255893000,223.3
255915581,33.1
255915583,5.0
255915584,77.5
255915598,203.5
255915599,290.7
255915614,182.7
255915625,212.6
255915667,29.8
255915668,240.1
255915677,330.4
255915683,191.8
255915691,287.5
255915734,28.5
255915748,319.4
255915749,187.6
255915769,388.7
255915790,24.4
255915833,88.7
255915898,31.6
255915916,186.0
255915953,29.4
255915954,11.2
255915955,7.6
255915960,237.6
255915968,2.1
255915969,115.7
255915970,185.8
255915971,298.5
255915973,327.4
255915978,248.6
255915983,7.0
255915986,262.2
255915987,376.3
255916021,285.8
255916023,321.6
255916042,263.0
255916047,204.8
255916048,371.1
255916050,492.7
255916065,268.1
255916084,156.1
255916091,389.6
255916179,433.4
255916226,11.2
255916284,191.8
255916285,316.0
255916486,2.4
255916546,302.0
255916582,347.6
255916591,116.5
255917229,384.7
255917235,7.3
255917287,277.8
255924000,5.6
255946000,159.7
255954000,193.4
255972000,9.8
256013000,4.4
256114000,346.3
256130000,255.9
256212000,266.7
256240000,313.1
256259000,226.9
256334000,42.1
256336000,255.3
256338000,261.6
256339000,302.5
256346000,2.2
256371000,213.1
256372000,10.5
256380000,63.4
256421000,279.7
256440000,2.2
256553000,329.8
256603000,213.4
256610000,2.1
256632000,6.5
256697000,231.3
256702000,4.1
256708000,4.3
256750000,3.3
256765000,756.8
256793000,9.6
256794000,377.7
256831000,2.0
256883000,296.8
256903000,344.7
256925000,5.0
256956000,284.7
256989000,342.3
257001180,52.5
257016000,469.1
257022290,61.4
257025920,12.1
257030140,147.7
257031080,254.5
257033750,366.9
257035870,30.4
257036210,169.4
257039490,276.5
257060500,11.0
257064430,3.6
257071620,284.4
257071710,140.9
257086660,338.7
257087080,342.5
257089650,2.8
257090730,149.9
257094000,255.7
257111870,9.3
257112820,27.8
257123900,6.9
257130860,5.3
257136000,56.3
257177000,31.9
257182800,101.1
257203000,51.1
257206000,209.9
257232000,212.3
257271000,4.7
257276000,222.0
257306000,24.2
257312000,40.8
257339000,51.3
257358000,35.6
257364000,11.2
257374000,2.3
257405000,448.8
257501010,32.0
257520000,243.4
257526480,2.6
257540000,30.8
257546000,323.8
257548000,340.5
257550190,5.0
257561000,6.4
257601000,208.6
257608500,16.4
257643000,353.0
257657650,4.4
257669000,140.1
257673000,13.1
257688900,4.7
257689000,290.9
257708000,293.9
257730000,2.4
257755000,323.5
257759000,89.4
257765000,11.1
257768000,67.2
257782000,305.3
257836000,390.5
257840000,292.2
257859000,302.2
257884000,141.9
257896000,100.2
257900000,337.8
257901000,219.6
257911580,4.3
257918000,270.4
257941000,6.8
257942000,17.0
257951000,83.1
257970130,17.2
257998170,29.9
258023700,11.5
258024000,166.2
258035000,72.3
258065000,2.4
258094560,6.4
258107560,15.3
258112780,319.7
258114730,8.7
258117870,6.2
258127670,2.5
258138240,25.0
258142670,62.3
258152000,260.6
258184000,2.1
258195250,22.3
258200000,21.5
258216000,5.7
258220920,62.5
258276580,21.0
258648000,355.7
258761000,210.5
258789000,235.0
258812000,223.4
258858000,257.7
258873000,193.8
258897000,11.6
258996460,115.6
259024870,7.8
259117000,209.1
259143000,81.5
259319000,311.0
259360000,337.2
259372000,271.4
259401000,3.2
259495000,141.1
259547000,135.2
259701000,168.2
259936000,300.3
261000160,51.8
261000190,16.9
261000205,343.4
261000460,150.8
261000592,5.2
261000798,14.9
261000840,101.9
261000910,83.7
261001200,202.1
261001400,329.0
261001660,235.8
261001683,99.3
261001738,3.6
261001760,311.4
261001973,377.0
261002065,84.6
261002160,10.2
261002370,24.8
261002420,113.4
261002530,153.9
261002720,20.9
261002850,244.5
261003050,183.2
261003060,288.4
261003230,3.6
261003244,11.1
261003420,226.5
261003620,205.0
261003680,169.1
261003710,9.6
261003890,9.9
261004058,4.7
261004060,286.2
261004260,318.4
261004390,89.9
261004860,184.1
261005510,128.4
261006090,280.4
261006258,16.6
261006322,386.3
261006780,216.6
261006820,50.2
261007023,291.0
261008900,6.8
261010170,177.2
261010380,2.0
261010660,289.2
261010840,7.0
261010850,2.5
261011150,51.3
261012410,8.4
261012670,307.0
261013470,2.7
261018880,6.2
261020790,95.2
261021270,31.4
261024640,348.2
261024850,713.4
261027970,9.4
261028280,51.9
261029690,258.4
261029890,32.9
261030150,284.3
261031890,33.6
261036120,3.1
261036610,273.9
261037120,7.5
261037210,24.7
261037260,5.8
261037580,382.0
261044050,175.4
261053080,32.8
261061000,248.2
261092020,7.2
261099060,9.7
261100120,5.8
261139000,264.6
261148000,30.1
261182860,52.4
261184120,47.0
261184750,23.5
261185220,14.6
261186487,5.8
261188070,14.0
261203000,36.5
261208000,278.1
261221000,33.3
261246000,25.5
261275000,257.1
261334000,307.7
261355001,11.1
261379000,60.7
261464000,6.0
261497000,8.9
261506000,78.5
261526000,36.3
265001100,3.5
265002310,77.8
265003130,2.2
265005550,8.0
265005820,2.8
265006000,27.6
265006330,2.3
265007000,109.3
265008560,59.6
265009370,6.1
265014000,2.1
265014380,2.2
265015520,4.3
265016790,8.0
265016940,9.0
265017000,94.5
265018000,49.6
265018410,2.7
265018900,2.1
265022000,485.7
265022570,6.0
265024210,109.2
265024990,4.1
265025190,202.8
265025230,2.5
265026220,39.0
265028000,9.3
265034570,6.9
265034630,3.4
265036400,20.9
265038000,66.4
265039000,322.9
265040060,25.1
265042000,3.2
265042540,8.3
265044960,636.7
265045000,20.3
265045570,12.4
265045830,28.4
265047190,4.4
265048230,3.4
265051000,11.8
265053000,226.7
265056000,469.5
265057000,8.7
265057530,53.9
265058370,280.4
265058660,3.8
265058760,2.2
265058830,4.1
265062260,2.1
265068610,8.9
265069450,303.9
265069650,306.8
265170000,14.2
265226000,10.4
265291000,23.8
265390000,49.1
265411000,4.4
265412000,2.0
265413000,244.5
265463000,487.6
265500330,520.4
265500350,308.2
265500670,7.4
265500780,51.6
265501190,398.0
265503070,13.2
265504120,285.8
265504660,68.6
265504700,194.3
265506920,5.3
265507230,6.6
265507620,291.4
265509270,53.7
265509950,7.3
265511420,3.0
265513270,2.9
265513320,2.2
265514120,3.9
265514270,2.0
265514840,7.0
265516330,24.7
265516720,8.8
265517700,25.8
265519630,312.7
265519640,10.4
265521700,5.5
265522210,3.0
265522220,194.7
265523110,11.8
265523410,41.0
265524480,5.2
265524530,2.7
265527920,2.6
265528480,167.8
265529050,19.4
265529510,2.7
265529590,4.7
265530820,26.1
265534970,10.2
265535570,7.0
265538220,16.3
265547210,8.0
265547230,5.6
265547240,3.4
265547250,9.6
265547260,2.6
265547270,4.7
265549210,36.9
265549470,40.8
265559330,2.0
265560630,9.9
265568670,6.4
265569140,53.1
265571830,172.5
265572330,10.1
265575670,4.0
265576230,433.3
265576710,2.2
265578140,2.1
265580520,3.3
265581970,3.9
265582330,76.6
265585590,12.3
265586020,2.2
265586090,5.2
265588470,85.1
265590640,27.6
265595430,3.8
265596080,2.3
265597250,9.8
265600750,15.4
265601600,144.1
265603560,9.9
265604410,11.7
265604560,301.9
265604580,407.9
265608060,10.0
265610040,3.0
265610950,354.0
265611640,30.4
265612000,115.6
265617280,29.6
265620460,38.6
265621310,97.1
265622940,7.6
265622980,141.2
265624900,30.3
265627630,4.6
265630770,22.2
265630920,36.8
265632510,7.5
265638750,2.1
265642250,46.7
265644320,7.8
265644800,239.1
265646260,5.8
265647590,90.7
265648270,14.2
265648330,13.8
265650060,3.0
265650950,2.8
265650970,2.8
265656390,7.2
265657500,229.1
265663280,2.7
265663650,19.7
265664330,18.9
265666660,24.0
265667530,742.9
265667560,4.4
265668090,213.7
265669720,43.6
265669960,6.8
265670330,3.1
265671140,20.0
265671520,10.8
265674430,53.8
265675210,12.4
265675230,73.6
265675250,9.3
265675610,2.5
265675860,154.2
265678660,11.8
265680010,37.9
265686600,3.1
265686800,3.2
265688220,2.8
265689300,725.2
265692610,33.3
265693500,3.3
265694890,78.5
265695200,58.9
265698740,5.1
265699850,61.3
265700280,108.0
265700790,763.7
265701190,6.5
265703220,13.1
265704020,2.0
265713210,170.9
265713730,18.9
265715400,62.3
265717190,103.5
265721190,7.1
265721400,157.1
265721780,7.5
265724000,2.8
265724260,294.9
265724450,15.1
265725820,70.5
265726230,332.2
265728850,39.6
265732730,33.7
265732760,5.4
265732940,371.8
265736090,5.8
265737220,51.3
265738610,2.6
265739500,93.4
265740490,15.0
265741440,6.3
265741770,51.1
265741790,51.5
265745700,9.6
265749030,885.9
265750540,4.2
265751020,113.4
265751550,14.4
265752470,56.4
265754000,272.0
265756000,2.0
265757200,2.9
265757750,93.3
265757860,7.4
265757900,106.4
265760640,12.9
265760780,90.5
265762700,23.3
265764360,2.9
265765130,53.8
265765340,22.2
265766970,2.5
265767460,305.9
265767670,4.2
265767870,18.6
265767950,3.9
265768430,47.0
265768840,131.1
265771080,2.9
265771450,72.2
265772270,281.1
265775900,3.4
265780480,109.4
265780900,479.7
265781000,515.5
265781620,6.5
265781740,10.7
265782090,70.0
265783090,43.0
265783810,65.8
265785230,5.7
265785570,26.9
265787380,102.5
265787980,723.9
265789440,3.6
265793170,4.2
265793570,25.6
265794770,29.6
265795110,367.4
265795930,6.3
265796700,3.3
265797830,3.3
265798860,73.5
265799680,49.3
265801930,123.0
265802160,3.2
265802600,131.0
265803730,5.4
265803980,827.4
265805860,19.0
265808520,2.5
265808850,3.0
265811680,2.7
265812090,3.5
265812160,2.0
265812230,2.7
265812560,325.8
265813240,7.6
265813410,5.5
265814650,7.4
265828060,2.9
265828130,4.1
265828880,36.5
265831090,39.0
265833660,21.7
265834900,16.0
265859000,96.5
265866000,160.1
265871000,2.3
265874000,15.3
266008000,2.7
266009000,43.7
266033000,31.4
266036000,373.6
266045000,364.8
266050000,2.4
266052000,365.3
266053000,5.1
266064000,2.0
266066000,8.6
266076000,8.5
266095000,9.0
266145000,9.7
266152000,5.0
266163000,971.6
266166000,5.1
266201000,58.4
266203000,37.3
266212000,2.2
266220000,248.5
266232000,251.7
266239000,47.1
266245000,106.6
266247000,145.6
266262000,9.6
266266000,313.7
266280000,2.9
266285000,74.1
266286000,648.5
266286001,42.4
266288001,57.3
266288002,19.3
266324000,32.9
266332000,12.1
266365000,2.8
266367000,78.4
266381000,583.0
266394000,532.7
266413000,33.4
266416000,353.3
266426000,5.4
266437000,9.2
266454000,300.7
266459000,7.9
266465000,10.9
266466000,3.7
266468000,283.0
266472000,227.2
266473000,9.9
266475000,214.7
266476000,252.5
268235302,5.2
268238202,9.9
268240900,138.3
268241300,139.9
268248300,132.0
268249201,339.7
268251601,351.0
268259601,264.9
269104730,81.4
269106570,36.9
269109040,89.6
269114550,35.0
269309000,2.5
270931000,2.1
271002541,165.4
271042566,257.5
271042567,5.2
271042643,28.6
271051306,199.8
271051919,221.8
273210220,279.1
273210480,2.1
273210540,4.7
273212470,50.0
273214860,11.6
273215270,2.2
273217120,121.2
273240700,182.3
273250200,148.6
273256410,242.3
273257140,29.5
273258520,286.3
273268690,7.7
273278840,269.1
273290430,30.0
273292160,251.9
273292670,9.8
273293820,29.8
273294280,43.9
273298160,184.1
273298320,10.3
273298390,25.1
273313900,35.5
273323000,3.2
273325230,306.2
273354480,48.8
273355410,15.1
273356870,287.4
273358380,20.3
273394340,3.3
273411440,21.2
273412710,304.5
273414310,77.9
273417870,9.9
273421280,10.4
273424330,18.1
273425720,3.1
273427820,15.4
273432030,237.5
273450640,51.5
273453540,38.2
273459510,299.3
273529800,72.8
273534110,354.0
273544433,40.9
273611730,10.9
273611990,10.7
273892000,29.9
275472000,304.3
275491000,246.3
275504000,3.3
275507000,262.0
275510000,262.3
275513000,253.7
275514000,354.3
275517000,226.3
275519000,2.4
275528000,2.5
275539000,378.6
275540000,6.3
275541000,357.9
275546000,264.7
275551000,319.9
275557000,280.7
276012020,11.6
276425000,29.8
276462000,224.0
276825000,294.9
276869000,407.8
277154000,9.8
277199040,38.8
277228000,35.5
277291000,219.6
277339000,9.3
277408000,224.2
277466000,383.9
277504000,495.8
277573000,272.5
277584000,319.8
277586000,235.3
303870000,191.6
304010228,57.5
304010285,286.6
304010297,267.8
304010515,349.3
304010763,4.7
304011027,437.0
304030000,8.8
304045000,41.0
304047000,7.2
304050000,20.9
304081008,15.2
304095000,50.8
304108000,12.2
304134000,376.7
304145000,39.9
304146000,254.9
304159000,251.7
304176000,7.8
304199000,33.3
304217000,124.3
304225000,460.3
304244000,277.0
304323000,23.4
304334000,279.5
304339000,287.7
304342000,5.8
304343000,10.0
304345000,273.6
304364000,379.2
304367000,172.7
304369000,362.9
304374000,2.6
304474000,7.1
304577000,156.8
304585000,235.1
304599000,26.1
304612000,20.8
304616000,216.4
304625000,230.7
304627000,2.1
304633000,23.0
304677000,20.6
304688000,258.3
304690000,328.9
304713000,4.3
304932000,227.5
304933000,180.4
304936000,293.6
304957000,114.0
304964000,177.7
305005300,280.1
305030300,2.2
305036000,5.7
305042000,36.9
305057000,474.8
305069000,30.1
305097000,2.4
305119000,4.7
305155000,323.2
305162000,23.5
305164000,43.0
305166000,218.3
305167000,21.3
305175000,2.3
305190000,24.9
305201000,258.0
305238000,5.6
305242000,122.4
305277000,38.7
305284000,232.7
305286000,7.4
305287000,4.4
305299000,158.9
305313000,3.2
305370000,3.5
305373000,46.0
305391000,316.0
305414000,5.8
305425000,52.1
305426000,362.9
305446000,380.4
305468000,5.5
305493000,133.2
305497000,102.4
305507000,72.6
305530000,5.5
305573000,31.0
305612000,288.5
305620000,266.1
305633000,8.6
305641000,47.8
305649000,9.7
305653000,2.2
305654000,29.6
305661000,273.1
305665000,255.8
305666000,41.0
305681000,19.2
305719000,4.3
305733000,30.4
305741000,2.3
305748000,153.9
305773000,231.7
305793000,381.7
305794000,366.3
305804000,263.1
305821000,293.9
305836000,185.7
305853000,258.1
305856000,320.4
305874000,282.2
305919000,33.1
305922000,266.3
305961000,411.5
305967000,280.9
305981000,240.0
305982000,11.2
305983000,372.4
307026000,324.8
308090000,13.2
308218000,49.0
308851000,49.2
308871000,238.3
309368000,2.3
309701000,131.6
310556000,85.4
310850000,7.5
311000306,241.2
311000330,7.9
311000467,287.7
311000516,166.3
311000547,7.0
311000671,39.7
311000724,245.8
311000766,2.8
311000782,357.5
311000787,33.5
311000820,394.5
311000843,11.2
311000851,254.0
311000855,4.1
311000971,331.2
311000972,3.1
311001018,244.9
311001025,123.1
311001035,2.1
311001078,313.8
311001104,260.2
311001187,60.1
311001327,42.0
311001552,65.1
311001555,93.2
311001622,385.2
311001630,313.1
311001646,243.7
311001763,121.5
311001783,197.8
311001813,81.8
311001861,206.0
311015200,242.6
311018700,314.8
311038900,127.6
311050900,7.4
311055400,49.8
311062300,376.5
311062400,255.0
311064900,320.8
311087000,312.2
