MMSI,Name,ship_type,IMO,n_suspicious_points,avg_crit,max_crit,min_sog,avg_sog,first_seen,last_seen,duration_minutes,date_utc
538005799,ECO INVICTUS,Tanker,9711470,1712,0.5136046,0.52371126,2.2,3.460747663551402,2024-11-17 04:43:16+01:00,2024-11-17 06:26:17+01:00,103.01666666666667,2024-11-17
241689000,MINERVA KALLISTO,Tanker,9853008,121,0.5231567,0.5231567,0.1,1.6487603305785123,2024-11-17 21:02:18+01:00,2024-11-18 00:59:36+01:00,237.3,2024-11-17
219025400,PERNILLE,Pleasure,,3,0.52298456,0.52298456,0.3,0.3,2024-11-17 13:00:02+01:00,2024-11-17 13:00:59+01:00,0.95,2024-11-17
211118890,OP JOECK,Pleasure,,1,0.51370174,0.51370174,3.3,3.3,2024-11-17 10:12:05+01:00,2024-11-17 10:12:05+01:00,0.0,2024-11-17
626278000,YI MENG SHAN,Tanker,9436941,225,0.5084072,0.5084072,2.8,3.3266666666666667,2024-11-17 06:50:13+01:00,2024-11-17 07:00:53+01:00,10.666666666666666,2024-11-17
219033770,LERA,Undefined,,8,0.50110286,0.50110286,0.1,0.17500000000000002,2024-11-17 10:34:07+01:00,2024-11-17 10:42:08+01:00,8.016666666666667,2024-11-17
219018788,CARRIER,Other,9707792,1400,0.50099385,0.50099385,0.1,1.4347857142857143,2024-11-17 07:57:40+01:00,2024-11-17 08:55:00+01:00,57.333333333333336,2024-11-17
205144000,FORTUNA I,Tanker,9388479,1243,0.5003143,0.5003143,0.1,1.459452936444087,2024-11-17 09:42:44+01:00,2024-11-18 00:48:48+01:00,906.0666666666667,2024-11-17
210051000,RINA,Tanker,9152820,573,0.5003143,0.5003143,0.1,1.0586387434554974,2024-11-17 21:08:21+01:00,2024-11-17 23:44:21+01:00,156.0,2024-11-17
210056000,ZIRCONE,Tanker,9010929,2073,0.5003143,0.5003143,0.1,0.851181862035697,2024-11-17 03:39:40+01:00,2024-11-17 22:22:12+01:00,1122.5333333333333,2024-11-17
219006443,SKOVSMOSE HG5,Fishing,,2,0.5003143,0.5003143,0.2,0.2,2024-11-17 13:31:30+01:00,2024-11-17 13:31:30+01:00,0.0,2024-11-17
229203000,DENSA FALCON,Cargo,9649081,116,0.5003143,0.5003143,0.1,1.6224137931034481,2024-11-18 00:35:15+01:00,2024-11-18 00:57:48+01:00,22.55,2024-11-17
244870430,CORAL PEARL,Tanker,9425253,9,0.5003143,0.5003143,0.6,0.8888888888888888,2024-11-17 09:49:56+01:00,2024-11-17 10:03:47+01:00,13.85,2024-11-17
257980000,EAGLE BARENTS,Undefined,9676125,905,0.5003143,0.5003143,0.1,0.2577900552486188,2024-11-17 01:01:16+01:00,2024-11-17 22:58:20+01:00,1317.0666666666666,2024-11-17
265581970,FRAM,Tanker,8412235,453,0.5003143,0.5003143,0.1,1.6090507726269314,2024-11-17 15:29:28+01:00,2024-11-17 22:52:08+01:00,442.6666666666667,2024-11-17
304752000,INA,Tanker,9308443,1359,0.5003143,0.5003143,0.1,0.3862398822663723,2024-11-17 01:02:13+01:00,2024-11-18 00:59:18+01:00,1437.0833333333333,2024-11-17
538006517,OLYMPIC SKY,Tanker,9489297,1040,0.5003143,0.5003143,0.1,0.4292307692307692,2024-11-17 01:02:15+01:00,2024-11-18 00:59:20+01:00,1437.0833333333333,2024-11-17
636016149,CORAL LACERA,Undefined,9350898,1114,0.5003143,0.5003143,0.1,0.4289946140035906,2024-11-17 01:01:51+01:00,2024-11-18 00:58:57+01:00,1437.1,2024-11-17
211810060,WINDCAT 43,HSC,,1120,0.83368975,1.0,0.1,1.9071428571428573,2024-12-25 09:31:01+01:00,2024-12-25 14:40:49+01:00,309.8,2024-12-25
211815680,BAMBERG,Law enforcement,9830020,7,1.0,1.0,3.2,3.5285714285714285,2024-12-25 19:49:31+01:00,2024-12-25 19:50:51+01:00,1.3333333333333333,2024-12-25
212853000,RIX FLEVO,Cargo,9139335,2,1.0,1.0,3.4,3.4,2024-12-25 13:36:56+01:00,2024-12-25 13:36:56+01:00,0.0,2024-12-25
219003138,H84 GULDBORG,Fishing,,1087,0.9039285,1.0,0.2,2.2220791168353267,2024-12-25 07:59:38+01:00,2024-12-25 17:38:57+01:00,579.3166666666667,2024-12-25
219005954,BELLA-EMIL,Fishing,,2498,0.90414673,1.0,0.3,2.490232185748599,2024-12-25 08:06:11+01:00,2024-12-25 16:07:50+01:00,481.65,2024-12-25
219022000,SARON S158,Fishing,9212682,1014,0.9780222,1.0,1.1,2.0592702169625245,2024-12-25 19:25:24+01:00,2024-12-26 00:38:44+01:00,313.3333333333333,2024-12-25
219022300,ODIN,Tug,8703995,1011,0.62643266,1.0,0.1,1.098219584569733,2024-12-25 02:47:06+01:00,2024-12-25 23:44:37+01:00,1257.5166666666667,2024-12-25
219023313,SAJONI,Fishing,,1967,0.8657921,1.0,0.2,2.065937976614133,2024-12-25 14:37:14+01:00,2024-12-26 00:41:03+01:00,603.8166666666667,2024-12-25
219026750,MOVER,Undefined,9802358,165,0.6109579,1.0,0.1,2.3024242424242423,2024-12-25 09:55:02+01:00,2024-12-25 15:51:10+01:00,356.1333333333333,2024-12-25
219027752,ELIN,Fishing,,3875,0.8416928,1.0,2.2,2.746245161290323,2024-12-25 14:56:41+01:00,2024-12-26 00:59:57+01:00,603.2666666666667,2024-12-25
219028043,NORTH SEA,Fishing,,2082,0.85579765,1.0,0.2,1.921853986551393,2024-12-25 13:18:41+01:00,2024-12-26 00:59:52+01:00,701.1833333333333,2024-12-25
219029563,ENERGIZER,HSC,9916563,2780,0.9997247,1.0,0.1,1.8465827338129497,2024-12-25 08:39:51+01:00,2024-12-25 16:31:27+01:00,471.6,2024-12-25
219203000,VERA II,Undefined,5408221,6114,0.9527295,1.0,0.5,1.636866208701341,2024-12-25 01:00:59+01:00,2024-12-26 00:59:30+01:00,1438.5166666666667,2024-12-25
219753000,NORTHERN VICTORIA,Undefined,9258533,27,1.0,1.0,0.1,0.25925925925925924,2024-12-25 04:16:26+01:00,2024-12-25 18:37:35+01:00,861.15,2024-12-25
219948000,CASILO,Fishing,,1277,0.8677905,1.0,2.5,3.165387627251371,2024-12-25 18:35:53+01:00,2024-12-25 23:18:33+01:00,282.6666666666667,2024-12-25
232024313,HST HARRI,Undefined,9878589,3499,0.9884375,1.0,0.1,1.4134324092597885,2024-12-25 01:02:13+01:00,2024-12-25 20:03:10+01:00,1140.95,2024-12-25
232025959,HST EUAN,HSC,9883974,1736,0.97323066,1.0,0.1,1.0619239631336406,2024-12-25 15:06:03+01:00,2024-12-26 00:59:56+01:00,593.8833333333333,2024-12-25
232039754,SEACAT SCEPTRE,Undefined,9964364,2292,0.9996123,1.0,0.1,1.6916666666666667,2024-12-25 08:02:39+01:00,2024-12-25 13:18:36+01:00,315.95,2024-12-25
232051641,MO11,HSC,9994175,642,0.99712753,1.0,0.1,1.936760124610592,2024-12-25 08:21:10+01:00,2024-12-25 12:57:59+01:00,276.81666666666666,2024-12-25
235108711,SEACAT COURAGEOUS,HSC,,776,0.9914861,1.0,0.1,1.77680412371134,2024-12-25 08:31:53+01:00,2024-12-25 13:12:59+01:00,281.1,2024-12-25
235116577,NJORD BALDER,HSC,,124,1.0,1.0,0.1,0.9661290322580645,2024-12-25 08:34:35+01:00,2024-12-25 12:00:29+01:00,205.9,2024-12-25
244016000,LINGESTROOM,Undefined,9819404,106,1.0,1.0,0.3,2.7037735849056608,2024-12-25 18:06:18+01:00,2024-12-25 21:09:54+01:00,183.6,2024-12-25
244643000,GERE R,Dredging,9808869,26,0.7338693,1.0,3.8,3.8807692307692303,2024-12-25 05:55:47+01:00,2024-12-25 06:14:08+01:00,18.35,2024-12-25
245662000,SEAZIP 9,Other,9887865,1566,0.9685965,1.0,0.1,2.0402937420178797,2024-12-25 08:39:35+01:00,2024-12-25 16:40:05+01:00,480.5,2024-12-25
249277000,HALCYON,Sailing,,231,0.7698002,1.0,1.4,3.4034632034632035,2024-12-25 03:55:18+01:00,2024-12-25 09:17:19+01:00,322.01666666666665,2024-12-25
253000082,GEO OCEAN IX,Undefined,9668518,8396,0.9020801,1.0,0.1,1.349559313959028,2024-12-25 01:00:08+01:00,2024-12-26 00:59:58+01:00,1439.8333333333333,2024-12-25
258245000,,Undefined,,1,1.0,1.0,0.9,0.9,2024-12-25 04:35:52+01:00,2024-12-25 04:35:52+01:00,0.0,2024-12-25
258714000,NORDIC SUND,Undefined,9375977,849,0.88912326,1.0,3.2,3.672202591283863,2024-12-25 01:00:04+01:00,2024-12-25 04:09:54+01:00,189.83333333333334,2024-12-25
259495000,SAR LOKE,Undefined,9166613,49,1.0,1.0,0.1,0.29591836734693877,2024-12-25 17:17:14+01:00,2024-12-25 19:12:14+01:00,115.0,2024-12-25
261004058,,Undefined,,7,0.7718934,1.0,1.1,1.4285714285714286,2024-12-25 19:54:57+01:00,2024-12-26 00:31:07+01:00,276.1666666666667,2024-12-25
266147000,STRANNEFJORD,Fishing,,14,0.90079206,1.0,1.6,2.557142857142857,2024-12-25 10:13:14+01:00,2024-12-25 11:25:28+01:00,72.23333333333333,2024-12-25
266348000,GG21 ZENTHA,Fishing,,146,1.0,1.0,1.8,2.139041095890411,2024-12-26 00:40:30+01:00,2024-12-26 00:59:49+01:00,19.316666666666666,2024-12-25
266437000,,Undefined,,6,0.869746,1.0,1.3,1.9833333333333334,2024-12-26 00:00:44+01:00,2024-12-26 00:59:34+01:00,58.833333333333336,2024-12-25
311001310,NORSIDE CETUS,Undefined,9732216,5680,0.9567712,1.0,0.1,0.24700704225352113,2024-12-25 01:03:17+01:00,2024-12-26 00:56:27+01:00,1433.1666666666667,2024-12-25
311001445,FUGRO VOYAGER,Undefined,9600360,249,1.0,1.0,0.1,1.212449799196787,2024-12-25 01:01:23+01:00,2024-12-25 22:23:14+01:00,1281.85,2024-12-25
311855000,CLYDE FISHER,Undefined,9298416,1762,0.8102019,1.0,2.2,3.2132803632236095,2024-12-25 08:25:00+01:00,2024-12-26 00:59:50+01:00,994.8333333333334,2024-12-25
352003147,LANG YA,Tanker,9332781,236,0.96021485,1.0,0.4,2.134322033898305,2024-12-25 22:53:55+01:00,2024-12-26 00:57:49+01:00,123.9,2024-12-25
352003675,HATAY,Tanker,9354258,1575,0.6697204,1.0,1.5,2.1036190476190475,2024-12-25 21:05:26+01:00,2024-12-26 00:59:56+01:00,234.5,2024-12-25
370152000,NORSE ANTWERP,Cargo,9909663,2851,0.96162575,1.0,0.1,1.2770957558751315,2024-12-25 16:27:06+01:00,2024-12-25 19:59:26+01:00,212.33333333333334,2024-12-25
372837000,BALTIYSKIY-202,Undefined,9057252,343,1.0,1.0,0.1,0.1230320699708455,2024-12-25 01:05:27+01:00,2024-12-25 23:29:29+01:00,1344.0333333333333,2024-12-25
538005089,ARDMORE EXPORTER,Tanker,9654775,51,1.0,1.0,1.9,2.8470588235294114,2024-12-25 09:26:54+01:00,2024-12-25 09:36:55+01:00,10.016666666666667,2024-12-25
626293000,MARATHON,Tanker,9288746,1740,0.86605626,1.0,1.2,1.699367816091954,2024-12-25 15:00:33+01:00,2024-12-25 20:19:13+01:00,318.6666666666667,2024-12-25
664288000,SYCHELLES PIONEER,Tanker,9255517,6,1.0,1.0,3.9,3.9,2024-12-25 14:55:11+01:00,2024-12-25 14:56:03+01:00,0.8666666666666667,2024-12-25
311001438,FUGRO SCOUT,Undefined,9600372,6127,0.9873157,0.98731565,0.1,0.14055818508242207,2024-12-25 01:00:27+01:00,2024-12-26 00:59:47+01:00,1439.3333333333333,2024-12-25
245901000,LONGVIKING,Cargo,9547324,176,0.9769964,0.9777534,0.1,1.134090909090909,2024-12-25 22:06:40+01:00,2024-12-26 00:44:14+01:00,157.56666666666666,2024-12-25
219029996,VIVA RULKE,Pleasure,,112,0.85513556,0.9654598,0.6,2.804464285714286,2024-12-25 11:57:22+01:00,2024-12-25 15:01:51+01:00,184.48333333333332,2024-12-25
246524000,LONGERA,Cargo,9988097,476,0.9654598,0.9654598,0.1,0.7638655462184875,2024-12-25 01:20:56+01:00,2024-12-25 14:02:59+01:00,762.05,2024-12-25
246669000,LONGVIK,Cargo,9548299,388,0.9654598,0.9654598,0.1,1.3239690721649486,2024-12-25 21:28:20+01:00,2024-12-25 22:10:24+01:00,42.06666666666667,2024-12-25
477524900,ZHEN ZHU HAI,Cargo,9738088,8,0.9513368,0.9513368,3.8,3.8499999999999996,2024-12-25 08:58:21+01:00,2024-12-25 08:59:01+01:00,0.6666666666666666,2024-12-25
219448000,GUARD VESSEL ARRIVER,Other,9669005,6807,0.59384173,0.94317746,0.2,1.079800205670633,2024-12-25 08:24:00+01:00,2024-12-25 19:03:43+01:00,639.7166666666667,2024-12-25
219016665,GUARD VESSEL BOOSTER,HSC,9646156,4020,0.7587589,0.9389965,1.3,2.3172885572139306,2024-12-25 01:37:33+01:00,2024-12-26 00:52:48+01:00,1395.25,2024-12-25
253641000,,Undefined,,25,0.9164243,0.9164243,3.4,3.6239999999999997,2024-12-25 21:25:58+01:00,2024-12-26 00:49:11+01:00,203.21666666666667,2024-12-25
245489000,MULTRASALVOR 3,Tug,9635975,204,0.88500136,0.8850014,0.4,1.3696078431372547,2024-12-25 10:34:31+01:00,2024-12-25 10:42:29+01:00,7.966666666666667,2024-12-25
255802440,,Undefined,,25,0.78182954,0.8800827,1.2,2.016,2024-12-25 17:28:48+01:00,2024-12-26 00:44:38+01:00,435.8333333333333,2024-12-25
219003103,O 98 AMANDA,Fishing,,1354,0.7260947,0.85580885,0.1,1.1347858197932053,2024-12-25 10:56:47+01:00,2024-12-25 12:05:16+01:00,68.48333333333333,2024-12-25
219016747,TRAVELLER,HSC,9634139,2993,0.8462434,0.8462434,0.1,0.7668225860340795,2024-12-25 11:43:03+01:00,2024-12-25 16:20:34+01:00,277.51666666666665,2024-12-25
229879000,BALTIC SWIFT,Tanker,9464376,1370,0.841429,0.841429,0.1,0.1378102189781022,2024-12-25 01:17:10+01:00,2024-12-26 00:59:17+01:00,1422.1166666666666,2024-12-25
212335000,ICARUS III,Tanker,9145413,1,0.840751,0.840751,0.2,0.2,2024-12-26 00:15:00+01:00,2024-12-26 00:15:00+01:00,0.0,2024-12-25
219028381,GOLIAT HM 92,Fishing,,1094,0.6979638,0.8349176,0.1,2.153199268738574,2024-12-25 06:57:12+01:00,2024-12-25 14:10:16+01:00,433.06666666666666,2024-12-25
219009338,WIND SUPPORTER,Passenger,,2847,0.7846727,0.7846727,0.1,0.3617140850017562,2024-12-25 07:51:10+01:00,2024-12-25 11:18:38+01:00,207.46666666666667,2024-12-25
219024176,DANPILOT GOLF,Pilot,9839533,147,0.7722659,0.7722659,0.6,1.9510204081632654,2024-12-25 13:50:28+01:00,2024-12-25 13:53:44+01:00,3.2666666666666666,2024-12-25
211188000,DEUTSCHLAND,Passenger,9151541,1144,0.76216984,0.76216984,0.1,1.4471153846153846,2024-12-25 01:44:26+01:00,2024-12-25 23:56:16+01:00,1331.8333333333333,2024-12-25
211190000,SCHLESWIG-HOLSTEIN,Passenger,9151539,2070,0.76216984,0.76216984,0.1,0.1,2024-12-25 01:02:08+01:00,2024-12-26 00:58:59+01:00,1436.85,2024-12-25
219000431,PRINSESSE BENEDIKTE,Passenger,9144421,862,0.76216984,0.76216984,0.1,0.960092807424594,2024-12-25 02:42:20+01:00,2024-12-26 00:55:10+01:00,1332.8333333333333,2024-12-25
244750806,GUARDIAN,Other,,59,0.76216984,0.76216984,0.6,1.8033898305084746,2024-12-25 10:17:49+01:00,2024-12-25 10:22:14+01:00,4.416666666666667,2024-12-25
111219515,,Undefined,,64,0.743758,0.743758,0.1,1.8875,2024-12-25 20:11:06+01:00,2024-12-25 20:49:30+01:00,38.4,2024-12-25
219001303,,Undefined,,1,0.7388487,0.7388487,3.4,3.4,2024-12-25 13:20:12+01:00,2024-12-25 13:20:12+01:00,0.0,2024-12-25
219003141,ORO,Undefined,9287613,993,0.7388487,0.7388487,0.1,0.7924471299093655,2024-12-25 01:01:44+01:00,2024-12-26 00:56:13+01:00,1434.4833333333333,2024-12-25
219023617,LINDEN,Cargo,8930184,4,0.7388487,0.7388487,0.1,0.1,2024-12-25 22:58:44+01:00,2024-12-25 23:00:27+01:00,1.7166666666666666,2024-12-25
245568000,LONGWOOD,Cargo,9504138,107,0.7293341,0.7293341,0.1,0.1,2024-12-25 02:13:40+01:00,2024-12-26 00:12:27+01:00,1318.7833333333333,2024-12-25
341412000,BALTIC EXPRESS,Undefined,9243851,576,0.6933195,0.6933195,0.1,0.17135416666666667,2024-12-25 01:00:44+01:00,2024-12-26 00:51:46+01:00,1431.0333333333333,2024-12-25
636017074,TCZEW,Cargo,9727493,56,0.6933195,0.6933195,0.1,0.1,2024-12-25 08:57:28+01:00,2024-12-25 20:41:29+01:00,704.0166666666667,2024-12-25
218413000,BALTIC,Undefined,9556026,769,0.68628293,0.68628293,0.1,0.18998699609882963,2024-12-25 01:02:38+01:00,2024-12-26 00:56:50+01:00,1434.2,2024-12-25
352002691,PACIFIC SUCCESS,Undefined,9903425,17,0.6852085,0.6852085,0.1,0.10588235294117647,2024-12-25 01:05:41+01:00,2024-12-25 18:06:12+01:00,1020.5166666666667,2024-12-25
236166000,,Undefined,,1,0.67961204,0.67961204,0.5,0.5,2024-12-25 02:49:59+01:00,2024-12-25 02:49:59+01:00,0.0,2024-12-25
261002431,FAIRPLAY-37,Undefined,9952995,14,0.67961204,0.67961204,0.5,1.1428571428571428,2024-12-25 03:28:33+01:00,2024-12-25 18:01:03+01:00,872.5,2024-12-25
219016832,AGERSOE III,Undefined,9649677,4958,0.6769409,0.6769409,0.1,0.4519967728922953,2024-12-25 01:00:06+01:00,2024-12-25 23:29:26+01:00,1349.3333333333333,2024-12-25
248971000,KLARA,Cargo,9507130,68,0.66118485,0.66118485,0.1,0.8514705882352941,2024-12-25 22:54:00+01:00,2024-12-26 00:11:29+01:00,77.48333333333333,2024-12-25
309807000,FRI LAKE,Undefined,9195664,516,0.66118485,0.66118485,0.1,0.20426356589147288,2024-12-25 01:02:43+01:00,2024-12-25 21:00:24+01:00,1197.6833333333334,2024-12-25
210056000,ZIRCONE,Tanker,9010929,628,0.5380471,0.6551913,0.1,1.3628980891719744,2024-12-25 01:23:09+01:00,2024-12-25 22:56:02+01:00,1292.8833333333334,2024-12-25
219022257,DANPILOT BRAVO,Pilot,9812092,341,0.61865866,0.6551913,0.1,1.9709677419354839,2024-12-25 01:29:11+01:00,2024-12-25 19:15:23+01:00,1066.2,2024-12-25
219032932,SKAWLINK V,Tug,1017335,235,0.6551913,0.6551913,0.1,0.6574468085106383,2024-12-25 13:37:23+01:00,2024-12-25 14:57:43+01:00,80.33333333333333,2024-12-25
220614000,COPENHAGEN,Tanker,9327487,78,0.56840026,0.6551913,0.1,1.155128205128205,2024-12-25 01:49:29+01:00,2024-12-25 07:54:54+01:00,365.4166666666667,2024-12-25
229462000,ELEOUSSA,Cargo,9323900,548,0.6082815,0.6551913,0.1,0.6666058394160584,2024-12-25 01:36:08+01:00,2024-12-25 11:19:26+01:00,583.3,2024-12-25
244024000,CAROLINE ESSBERGER,Tanker,9439151,2261,0.6551913,0.6551913,0.1,0.6424148606811145,2024-12-25 02:15:40+01:00,2024-12-25 06:14:12+01:00,238.53333333333333,2024-12-25
248153000,AMALIYA,Cargo,9312341,452,0.51847464,0.6551913,0.1,1.0561946902654866,2024-12-25 13:30:49+01:00,2024-12-25 23:02:13+01:00,571.4,2024-12-25
249393000,SIRINA,Cargo,9230127,309,0.6551913,0.6551913,0.1,1.8009708737864079,2024-12-25 09:16:03+01:00,2024-12-25 12:28:55+01:00,192.86666666666667,2024-12-25
265002000,TRESFJORD,Tanker,9254977,2718,0.57097197,0.6551913,0.1,0.5666666666666667,2024-12-25 05:47:55+01:00,2024-12-25 11:58:05+01:00,370.1666666666667,2024-12-25
265056000,BRISEN,Tanker,9970595,503,0.6551913,0.6551913,0.1,0.5520874751491054,2024-12-25 04:44:06+01:00,2024-12-25 19:49:13+01:00,905.1166666666667,2024-12-25
266212000,NORDEN,Undefined,9346641,1473,0.590862,0.6551913,0.1,1.303530210454854,2024-12-25 01:00:36+01:00,2024-12-25 10:07:10+01:00,546.5666666666667,2024-12-25
304719000,FRIEND,Undefined,9299159,364,0.6551913,0.6551913,0.1,0.11043956043956045,2024-12-25 01:02:35+01:00,2024-12-26 00:59:06+01:00,1436.5166666666667,2024-12-25
538005114,INDIGO FLORA,Cargo,9584877,708,0.6551913,0.6551913,0.1,0.6409604519774011,2024-12-25 17:02:31+01:00,2024-12-26 00:55:22+01:00,472.85,2024-12-25
538009022,CELSIUS COPENHAGEN,Tanker,9864784,1175,0.6551913,0.6551913,0.1,0.9965957446808511,2024-12-25 01:28:48+01:00,2024-12-25 20:20:30+01:00,1131.7,2024-12-25
230613000,ALPPILA,Cargo,9381706,8,0.653959,0.653959,0.3,0.8375,2024-12-25 13:21:46+01:00,2024-12-25 13:37:06+01:00,15.333333333333334,2024-12-25
219024000,IDA-KATRINE S84,Fishing,,1387,0.6267918,0.6532547,0.2,2.247728911319394,2024-12-25 11:36:19+01:00,2024-12-25 14:49:48+01:00,193.48333333333332,2024-12-25
220343000,SOFIE LYKKE,Fishing,,3257,0.6024873,0.6532547,0.2,2.5273564630027634,2024-12-25 02:24:49+01:00,2024-12-25 14:35:37+01:00,730.8,2024-12-25
636016018,OCEAN VENTURE,Tanker,9660657,316,0.60918015,0.6532547,2.0,3.0680379746835444,2024-12-25 06:04:10+01:00,2024-12-25 06:37:27+01:00,33.28333333333333,2024-12-25
219016577,BUILDER GUARD VESSEL,HSC,9645803,2444,0.6475512,0.6475512,1.2,2.5717675941080196,2024-12-25 08:16:35+01:00,2024-12-25 17:14:54+01:00,538.3166666666667,2024-12-25
256448000,HAFNIA LEO,Tanker,9476824,225,0.6250804,0.6250804,3.2,3.3857777777777778,2024-12-25 05:50:53+01:00,2024-12-25 06:04:22+01:00,13.483333333333333,2024-12-25
266274000,KENNEDY,Fishing,6825490,221,0.597434,0.61610836,0.2,1.7900452488687784,2024-12-26 00:12:19+01:00,2024-12-26 00:59:55+01:00,47.6,2024-12-25
257190140,SANDOEYJENTA,Undefined,,26,0.6055079,0.6055079,0.1,0.1,2024-12-25 13:05:25+01:00,2024-12-25 13:39:26+01:00,34.016666666666666,2024-12-25
219031724,EVILJA,Sailing,,74,0.6052923,0.6052923,0.1,0.1,2024-12-25 01:30:24+01:00,2024-12-25 23:01:39+01:00,1291.25,2024-12-25
352001758,EVENTIN,Tanker,9308065,661,0.5470477,0.604214,1.2,1.7974281391830558,2024-12-25 04:38:08+01:00,2024-12-25 05:29:49+01:00,51.68333333333333,2024-12-25
255805993,RIX ELEONORA,Undefined,9194830,174,0.6040512,0.6040512,0.1,0.16091954022988506,2024-12-25 01:05:26+01:00,2024-12-25 18:43:25+01:00,1057.9833333333333,2024-12-25
356161000,PAVINO,Undefined,9310381,70,0.6040512,0.6040512,0.1,0.10571428571428572,2024-12-25 01:04:02+01:00,2024-12-25 14:55:10+01:00,831.1333333333333,2024-12-25
209114000,RIX AMETHYST,Cargo,9173185,185,0.60228145,0.60228145,0.1,0.10864864864864866,2024-12-25 07:14:28+01:00,2024-12-26 00:09:28+01:00,1015.0,2024-12-25
265523240,,Undefined,,1,0.6011799,0.6011799,3.0,3.0,2024-12-25 10:40:03+01:00,2024-12-25 10:40:03+01:00,0.0,2024-12-25
211284350,CELLUS,Cargo,9173317,250,0.59307057,0.59307057,0.1,1.4955999999999998,2024-12-25 04:44:58+01:00,2024-12-25 19:40:27+01:00,895.4833333333333,2024-12-25
218030480,,Undefined,,61,0.58848006,0.59307057,0.1,1.8721311475409836,2024-12-25 10:52:21+01:00,2024-12-25 11:18:16+01:00,25.916666666666668,2024-12-25
219472000,GUARDVESSEL ADVANCER,Other,9686429,3212,0.58408225,0.58408225,0.3,1.0230697384806973,2024-12-25 20:15:06+01:00,2024-12-26 00:59:42+01:00,284.6,2024-12-25
211842220,LYKKE,Undefined,,11,0.58341455,0.58341455,0.1,0.1,2024-12-25 05:45:21+01:00,2024-12-25 23:46:06+01:00,1080.75,2024-12-25
219017733,SKAWLINK4,Towing,,421,0.5474205,0.56370884,1.3,2.539192399049881,2024-12-25 09:24:53+01:00,2024-12-25 16:59:09+01:00,454.26666666666665,2024-12-25
564151000,KWK EXCELSUS,Tanker,9728411,816,0.56370884,0.56370884,0.1,1.732107843137255,2024-12-25 05:06:17+01:00,2024-12-25 11:38:03+01:00,391.76666666666665,2024-12-25
211130000,ARKONA,Law enforcement,9285811,229,0.56167704,0.56167704,0.4,0.9432314410480349,2024-12-25 03:22:24+01:00,2024-12-25 04:08:04+01:00,45.666666666666664,2024-12-25
538005407,STI CLAPHAM,Tanker,9696577,1,0.56167704,0.56167704,0.1,0.1,2024-12-25 02:12:44+01:00,2024-12-25 02:12:44+01:00,0.0,2024-12-25
636020532,MUNKSUND,Cargo,9429223,440,0.56124204,0.56124204,0.1,0.9906818181818181,2024-12-25 13:56:28+01:00,2024-12-25 20:49:37+01:00,413.15,2024-12-25
211440360,,Undefined,,2,0.5557288,0.5557288,1.2,1.45,2024-12-25 13:19:19+01:00,2024-12-25 19:38:10+01:00,378.85,2024-12-25
219023759,TEAM MISSENBERG,Pleasure,,55,0.5475153,0.5475153,0.7,1.810909090909091,2024-12-25 12:48:28+01:00,2024-12-25 13:09:12+01:00,20.733333333333334,2024-12-25
249115000,MINERVA XANTHE,Tanker,9318010,31,0.54713255,0.54713255,3.5,3.693548387096774,2024-12-25 06:22:52+01:00,2024-12-25 06:24:41+01:00,1.8166666666666667,2024-12-25
220432000,DNK NAVY PATROL P521,Military,,1,0.53107107,0.53107107,3.9,3.9,2024-12-25 09:13:27+01:00,2024-12-25 09:13:27+01:00,0.0,2024-12-25
636024002,MINERVA VIRGO,Tanker,9307827,29,0.5191056,0.5290908,3.3,3.651724137931035,2024-12-25 04:35:35+01:00,2024-12-25 04:50:26+01:00,14.85,2024-12-25
219021782,LUCIA,Pleasure,,2,0.5273417,0.5273417,0.1,0.1,2024-12-25 10:57:57+01:00,2024-12-25 22:45:58+01:00,708.0166666666667,2024-12-25
265610950,PILOT 213 SE,Pilot,,32,0.50972646,0.52371126,3.0,3.509375,2024-12-25 07:07:39+01:00,2024-12-25 15:59:27+01:00,531.8,2024-12-25
266472000,LEXUS,Tanker,9310317,376,0.5231567,0.5231567,0.1,0.10957446808510639,2024-12-25 01:01:32+01:00,2024-12-26 00:07:17+01:00,1385.75,2024-12-25
248889000,TRANS IBERIA,Undefined,9170597,55,0.515406,0.515406,0.1,2.0945454545454547,2024-12-25 01:12:25+01:00,2024-12-25 02:30:41+01:00,78.26666666666667,2024-12-25
255915968,DREAM SYRAX,Undefined,9719513,25,0.515406,0.515406,0.1,0.1,2024-12-25 01:20:49+01:00,2024-12-25 23:39:19+01:00,1338.5,2024-12-25
219024676,DANPILOT KILO,Pilot,9839571,65,0.5145342,0.5145342,1.8,2.549230769230769,2024-12-25 20:53:48+01:00,2024-12-25 20:54:37+01:00,0.8166666666666667,2024-12-25
230689000,UIKKU,Tanker,9797814,697,0.5145342,0.5145342,0.1,1.4305595408895266,2024-12-25 03:35:27+01:00,2024-12-25 20:50:13+01:00,1034.7666666666667,2024-12-25
219010873,LN SEAMAN,Pilot,,24,0.50267476,0.5084072,1.0,2.5,2024-12-25 01:39:14+01:00,2024-12-25 05:25:06+01:00,225.86666666666667,2024-12-25
210051000,RINA,Tanker,9152820,298,0.5003143,0.5003143,0.1,1.1855704697986578,2024-12-25 01:06:37+01:00,2024-12-25 04:14:36+01:00,187.98333333333332,2024-12-25
