incident_id,vessel_mmsi,vessel_name,vessel_type,signal_type,gap_start_utc,gap_end_utc,gap_hours,last_seen_lat,last_seen_lon,reappear_lat,reappear_lon,gap_midpoint_lat,gap_midpoint_lon
INC-2024-11-18,255915667,ELBINSEL,Cargo,ais_dark_approach,,,,54.64535,15.00008,54.64535,15.00008,54.64535,15.00008
INC-2024-11-18,255915667,ELBINSEL,Cargo,ais_blackout,2024-11-17T12:22:58+01:00,2024-11-20T02:14:18+01:00,61.86,54.78366,16.6062,55.56463,16.5712,55.17415,16.5887
INC-2024-11-18,257084120,VIKSTRAUM,Tanker,ais_dark_approach,,,,55.80836,15.61508,55.80836,15.61508,55.80836,15.61508
INC-2024-11-18,257409000,FINNSTRAUM,Tanker,ais_dark_approach,,,,55.508,15.00065,55.508,15.00065,55.508,15.00065
INC-2024-11-18,257689000,LINK POLARIS,Cargo,ais_dark_approach,,,,54.27708,15.00149,54.27708,15.00149,54.27708,15.00149
INC-2024-11-18,257737000,ICE,Cargo,ais_dark_approach,,,,55.39876,15.00031,55.39876,15.00031,55.39876,15.00031
INC-2024-11-18,257859000,SILVER COPENHAGEN,Cargo,ais_dark_approach,,,,55.86377,16.13458,55.86377,16.13458,55.86377,16.13458
INC-2024-11-18,257935000,SELVAAGSUND,Undefined,ais_dark_approach,,,,54.51452,15.00013,54.51452,15.00013,54.51452,15.00013
INC-2024-11-18,258059000,HAGLAND PIONEER,Cargo,ais_blackout,2024-11-16T03:49:07+01:00,2024-11-18T03:32:23+01:00,47.72,54.83372,16.94008,55.52565,16.20428,55.17969,16.57218
INC-2024-11-18,258737000,SIEM SYMPHONY,Other,ais_dark_approach,,,,54.88542,15.00001,54.88542,15.00001,54.88542,15.00001
INC-2024-11-18,259038000,FRI LIEPAJA,Cargo,ais_dark_approach,,,,54.6399,15.0002,54.6399,15.0002,54.6399,15.0002
INC-2024-11-18,259319000,BERGSTRAUM,Tanker,ais_dark_approach,,,,55.50457,15.00057,55.50457,15.00057,55.50457,15.00057
INC-2024-11-18,261000205,TARZAN,Cargo,ais_dark_approach,,,,55.47725,15.0006,55.47725,15.0006,55.47725,15.0006
INC-2024-11-18,265022000,BOTNIA ENABLER,Cargo,ais_dark_approach,,,,55.50161,15.00032,55.50161,15.00032,55.50161,15.00032
INC-2024-11-18,265039000,BALTIC ENABLER,Cargo,ais_dark_approach,,,,55.90208,15.98629,55.90208,15.98629,55.90208,15.98629
INC-2024-11-18,265054000,IDUN,Other,ais_dark_approach,,,,55.92828,15.78092,55.92828,15.78092,55.92828,15.78092
INC-2024-11-18,265056000,BRISEN,Tanker,ais_dark_approach,,,,55.49778,15.00017,55.49778,15.00017,55.49778,15.00017
INC-2024-11-18,265411000,SCA OBBOLA,Cargo,ais_blackout,2024-11-16T18:13:38+01:00,2024-11-18T03:07:10+01:00,32.89,55.55721,15.00005,55.52322,15.0002,55.54021,15.00012
INC-2024-11-18,266232000,TAVASTLAND,Cargo,ais_dark_approach,,,,55.84776,15.88711,55.84776,15.88711,55.84776,15.88711
INC-2024-11-18,266232000,TAVASTLAND,Cargo,ais_blackout,2024-11-17T14:03:51+01:00,2024-11-20T08:38:11+01:00,66.57,55.56281,15.00001,55.4922,15.00037,55.52751,15.00019
INC-2024-11-18,266288000,KBV 003,Law enforcement,ais_dark_approach,,,,55.68273,15.00026,55.68273,15.00026,55.68273,15.00026
INC-2024-11-18,271042197,FORTUNE EXPRESS,Cargo,ais_dark_approach,,,,55.75565,16.06584,55.75565,16.06584,55.75565,16.06584
INC-2024-11-18,273256410,VASILY LANOVOY,Tanker,ais_dark_approach,,,,55.73077,15.91224,55.73077,15.91224,55.73077,15.91224
INC-2024-11-18,275513000,BALTIC SAILOR,Cargo,ais_blackout,2024-11-15T19:37:37+01:00,2024-11-17T12:15:05+01:00,40.62,54.26036,15.56568,54.33426,15.2076,54.29731,15.38664
INC-2024-11-18,275539000,TRAVETAL,Cargo,ais_dark_approach,,,,55.78728,15.64578,55.78728,15.64578,55.78728,15.64578
INC-2024-11-18,275546000,DREAMLAND,Cargo,ais_dark_approach,,,,55.90986,16.01515,55.90986,16.01515,55.90986,16.01515
INC-2024-11-18,276016860,SAR-08,Undefined,ais_dark_approach,,,,55.81958,15.71495,55.81958,15.71495,55.81958,15.71495
INC-2024-11-18,277399000,BOTNIA SEAWAYS,Cargo,ais_blackout,2024-11-17T04:11:12+01:00,2024-11-18T09:24:03+01:00,29.21,55.43324,16.27966,55.48369,16.42871,55.45846,16.35418
INC-2024-11-18,277399000,BOTNIA SEAWAYS,Cargo,ais_blackout,2024-11-18T12:29:22+01:00,2024-11-20T12:02:29+01:00,47.55,55.45326,15.00034,55.39828,15.00045,55.42577,15.0004
INC-2024-11-18,277408000,VICTORIA SEAWAYS,Passenger,ais_blackout,2024-11-17T09:55:57+01:00,2024-11-19T04:49:07+01:00,42.89,54.95399,15.00031,54.95392,15.0003,54.95396,15.0003
INC-2024-11-18,277408000,VICTORIA SEAWAYS,Passenger,ais_blackout,2024-11-19T06:39:01+01:00,2024-11-20T04:14:18+01:00,21.59,55.08649,16.08698,55.10626,16.23587,55.09637,16.16142
INC-2024-11-18,277466000,REGINA SEAWAYS,Passenger,ais_blackout,2024-11-17T08:07:07+01:00,2024-11-17T18:00:17+01:00,9.89,55.99677,15.20813,55.99946,15.08701,55.99812,15.14757
INC-2024-11-18,277466000,REGINA SEAWAYS,Passenger,ais_blackout,2024-11-17T19:40:47+01:00,2024-11-19T05:13:50+01:00,33.55,55.90736,15.75788,55.90338,15.96631,55.90537,15.86209
INC-2024-11-18,277466000,REGINA SEAWAYS,Passenger,ais_blackout,2024-11-19T06:28:07+01:00,2024-11-19T19:46:01+01:00,13.3,55.99985,15.30085,55.99949,15.26221,55.99967,15.28153
INC-2024-11-18,304047000,KESSU,Cargo,ais_dark_approach,,,,54.49333,15.00084,54.49333,15.00084,54.49333,15.00084
INC-2024-11-18,304099000,CELINA,Cargo,ais_dark_approach,,,,55.49344,15.00005,55.49344,15.00005,55.49344,15.00005
INC-2024-11-18,304633000,HAV GROUPER,Cargo,ais_dark_approach,,,,54.64026,15.00026,54.64026,15.00026,54.64026,15.00026
INC-2024-11-18,304677000,ALESSANDRA LEHMANN,Cargo,ais_dark_approach,,,,55.48824,15.00037,55.48824,15.00037,55.48824,15.00037
INC-2024-11-18,304932000,,Undefined,ais_dark_approach,,,,55.85747,15.89763,55.85747,15.89763,55.85747,15.89763
INC-2024-11-18,305269000,NAOS,Cargo,ais_dark_approach,,,,54.73007,16.25301,54.73007,16.25301,54.73007,16.25301
INC-2024-11-18,305313000,ANNALISA P,Cargo,ais_dark_approach,,,,54.63965,15.00055,54.63965,15.00055,54.63965,15.00055
INC-2024-11-18,305342000,KAARI,Cargo,ais_dark_approach,,,,55.74691,15.50169,55.74691,15.50169,55.74691,15.50169
INC-2024-11-18,305370000,CAROLIN G.,Cargo,ais_dark_approach,,,,54.58664,15.00009,54.58664,15.00009,54.58664,15.00009
INC-2024-11-18,305576000,ELBSKY,Cargo,ais_dark_approach,,,,55.5098,15.00024,55.5098,15.00024,55.5098,15.00024
INC-2024-11-18,305612000,HEINZ G,Cargo,ais_dark_approach,,,,55.87447,15.96621,55.87447,15.96621,55.87447,15.96621
INC-2024-11-18,305641000,AMBER STAR,Cargo,ais_dark_approach,,,,55.56376,16.07821,55.56376,16.07821,55.56376,16.07821
INC-2024-11-18,305649000,HUMBER SPRINTER,Cargo,ais_dark_approach,,,,54.6413,15.00025,54.6413,15.00025,54.6413,15.00025
INC-2024-11-18,305682000,BBC NILE,Cargo,ais_blackout,2024-11-16T20:32:36+01:00,2024-11-19T18:23:13+01:00,69.84,55.82603,16.07166,55.92356,16.08501,55.87479,16.07833
INC-2024-11-18,305783000,AGAETE,Cargo,ais_dark_approach,,,,55.4867,15.0006,55.4867,15.0006,55.4867,15.0006
INC-2024-11-18,305819000,WILSON JUPITER,Cargo,ais_blackout,2024-11-15T21:54:05+01:00,2024-11-17T14:14:01+01:00,40.33,54.82243,16.9994,54.7984,16.48013,54.81041,16.73977
INC-2024-11-18,305982000,SIEGFRIED LEHMANN,Cargo,ais_dark_approach,,,,55.85173,15.85024,55.85173,15.85024,55.85173,15.85024
INC-2024-11-18,308924000,DANICA HAV,Cargo,ais_dark_approach,,,,55.48803,15.00008,55.48803,15.00008,55.48803,15.00008
INC-2024-11-18,311000971,ALTERA WAVE,Tanker,ais_dark_approach,,,,55.38588,15.00005,55.38588,15.00005,55.38588,15.00005
INC-2024-11-18,311358000,POMORZE,Cargo,ais_dark_approach,,,,55.92563,16.09294,55.92563,16.09294,55.92563,16.09294
INC-2024-11-18,314547000,WILSON BREST,Cargo,ais_blackout,2024-11-15T00:20:11+01:00,2024-11-17T11:08:47+01:00,58.81,54.78489,16.30975,54.78335,16.15298,54.78412,16.23136
INC-2024-11-18,314746000,LAGAVULIN,Cargo,ais_dark_approach,,,,55.50212,15.00051,55.50212,15.00051,55.50212,15.00051
INC-2024-11-18,314828000,SNP GALAXY,Cargo,ais_dark_approach,,,,55.83757,15.90939,55.83757,15.90939,55.83757,15.90939
INC-2024-11-18,314845000,ROCK,Tanker,ais_dark_approach,,,,55.4897,15.00052,55.4897,15.00052,55.4897,15.00052
INC-2024-11-18,314901000,MAGIC LADY,Tanker,ais_dark_approach,,,,55.7691,16.14685,55.7691,16.14685,55.7691,16.14685
INC-2024-11-18,314990000,ARABELA,Tanker,ais_dark_approach,,,,55.48631,15.00002,55.48631,15.00002,55.48631,15.00002
INC-2024-11-18,341425000,ZULFIKAR,Cargo,ais_dark_approach,,,,55.48922,15.00081,55.48922,15.00081,55.48922,15.00081
INC-2024-11-18,351689000,STAR COURAGE,Cargo,ais_dark_approach,,,,55.49186,15.00028,55.49186,15.00028,55.49186,15.00028
INC-2024-11-18,352001598,PREGNY,Cargo,ais_dark_approach,,,,55.91181,16.03561,55.91181,16.03561,55.91181,16.03561
INC-2024-11-18,352001784,ULTRA VIRTUE,Cargo,ais_dark_approach,,,,55.91725,16.04727,55.91725,16.04727,55.91725,16.04727
INC-2024-11-18,352002725,RICCA,Tanker,ais_dark_approach,,,,55.4868,15.00064,55.4868,15.00064,55.4868,15.00064
INC-2024-11-18,352003222,NEVE,Tanker,ais_dark_approach,,,,55.48992,15.00044,55.48992,15.00044,55.48992,15.00044
INC-2024-11-18,352003442,CAPRICORN FIRST,Cargo,ais_dark_approach,,,,55.75218,16.17992,55.75218,16.17992,55.75218,16.17992
INC-2024-11-18,352003749,SEZAR,Tanker,ais_dark_approach,,,,55.72813,16.02325,55.72813,16.02325,55.72813,16.02325
INC-2024-11-18,352003809,DAKAR,Tanker,ais_dark_approach,,,,55.51829,15.00056,55.51829,15.00056,55.51829,15.00056
INC-2024-11-18,353280000,SEVKETTIN SONAY,Cargo,ais_dark_approach,,,,55.48676,15.00058,55.48676,15.00058,55.48676,15.00058
INC-2024-11-18,354537000,MSC MANDY III,Cargo,ais_dark_approach,,,,55.94376,16.18629,55.94376,16.18629,55.94376,16.18629
INC-2024-11-18,370618000,SUNNY MOLLY,Undefined,ais_dark_approach,,,,55.50282,15.00057,55.50282,15.00057,55.50282,15.00057
INC-2024-11-18,371924000,FLORENCE,Tanker,ais_dark_approach,,,,55.48382,15.0003,55.48382,15.0003,55.48382,15.0003
INC-2024-11-18,371950000,MIKHAIL DUDIN,Undefined,ais_dark_approach,,,,55.4999,15.00014,55.4999,15.00014,55.4999,15.00014
INC-2024-11-18,372078000,COOL EXPLORER,Cargo,ais_dark_approach,,,,55.78582,16.28918,55.78582,16.28918,55.78582,16.28918
INC-2024-11-18,373563000,SUPERNOVA  B,Cargo,ais_dark_approach,,,,55.85114,15.85227,55.85114,15.85227,55.85114,15.85227
INC-2024-11-18,376846000,ACE,Cargo,ais_dark_approach,,,,55.48618,15.00048,55.48618,15.00048,55.48618,15.00048
INC-2024-11-18,412705880,XIN LONG YUN 86,Cargo,ais_dark_approach,,,,55.51794,15.00059,55.51794,15.00059,55.51794,15.00059
INC-2024-11-18,414270000,YI PENG 3,Cargo,ais_dark_approach,,,,55.76059,16.26661,55.76059,16.26661,55.76059,16.26661
INC-2024-11-18,423520100,KARABAKH,Tanker,ais_dark_approach,,,,55.76096,16.2514,55.76096,16.2514,55.76096,16.2514
INC-2024-11-18,477015400,OOCL PORTUGAL,Other,ais_dark_approach,,,,54.64364,15.00025,54.64364,15.00025,54.64364,15.00025
INC-2024-11-18,477826400,FAR EASTERN JUPITER,Cargo,ais_dark_approach,,,,55.83892,15.83173,55.83892,15.83173,55.83892,15.83173
INC-2024-11-18,477885500,WL MUROM,Cargo,ais_dark_approach,,,,55.91026,16.02934,55.91026,16.02934,55.91026,16.02934
INC-2024-11-18,518999083,CANGJIE,Tanker,ais_dark_approach,,,,55.68424,15.6802,55.68424,15.6802,55.68424,15.6802
INC-2024-11-18,538003460,MAGIC STAR,Tanker,ais_dark_approach,,,,55.69317,15.7005,55.69317,15.7005,55.69317,15.7005
INC-2024-11-18,538003561,XIN HAI TONG 17,Cargo,ais_dark_approach,,,,55.70943,16.12877,55.70943,16.12877,55.70943,16.12877
INC-2024-11-18,538006203,AMAX AVENUE,Tanker,ais_dark_approach,,,,55.51041,15.00034,55.51041,15.00034,55.51041,15.00034
INC-2024-11-18,538006873,ECO DOMINATOR,Tanker,ais_blackout,2024-11-16T08:51:49+01:00,2024-11-17T19:40:09+01:00,34.81,55.92496,15.36701,55.9997,15.15161,55.96233,15.25931
INC-2024-11-18,538008919,NISSOS ANTIMILOS,Tanker,ais_dark_approach,,,,55.75603,16.14809,55.75603,16.14809,55.75603,16.14809
INC-2024-11-18,538009052,SSI DAUNTLESS,Cargo,ais_dark_approach,,,,55.48466,15.00028,55.48466,15.00028,55.48466,15.00028
INC-2024-11-18,538010351,CHRISTINA,Cargo,ais_dark_approach,,,,54.82353,15.00046,54.82353,15.00046,54.82353,15.00046
INC-2024-11-18,563125800,MARITIME VALOR,Tanker,ais_dark_approach,,,,54.64504,15.00063,54.64504,15.00063,54.64504,15.00063
INC-2024-11-18,563125800,MARITIME VALOR,Tanker,ais_blackout,2024-11-18T01:49:33+01:00,2024-11-21T00:28:44+01:00,70.65,54.7692,16.41724,54.80644,16.42737,54.78782,16.4223
INC-2024-11-18,563233600,MTM ROTTERDAM,Tanker,ais_dark_approach,,,,55.85063,15.00013,55.85063,15.00013,55.85063,15.00013
INC-2024-11-18,566954000,APL VANDA,Undefined,ais_blackout,2024-11-16T18:02:05+01:00,2024-11-18T21:13:47+01:00,51.2,54.78063,16.56055,54.80929,16.5253,54.79496,16.54292
INC-2024-11-18,626278000,YI MENG SHAN,Tanker,ais_dark_approach,,,,55.49746,15.00026,55.49746,15.00026,55.49746,15.00026
INC-2024-11-18,626312000,WISDOMS DAUGHTER,Tanker,ais_dark_approach,,,,55.75283,16.1822,55.75283,16.1822,55.75283,16.1822
INC-2024-11-18,636016374,OLGA,Cargo,ais_dark_approach,,,,55.50542,15.00032,55.50542,15.00032,55.50542,15.00032
INC-2024-11-18,636017416,NAVIGATOR YAUZA,Tanker,ais_dark_approach,,,,55.49022,15.00041,55.49022,15.00041,55.49022,15.00041
INC-2024-11-18,636017845,AQUADISIAC,Tanker,ais_dark_approach,,,,55.7636,16.17168,55.7636,16.17168,55.7636,16.17168
INC-2024-11-18,636018551,TRANSMERIDIAN,Cargo,ais_dark_approach,,,,55.75988,16.10773,55.75988,16.10773,55.75988,16.10773
INC-2024-11-18,636018688,ADAM,Tanker,ais_dark_approach,,,,55.7326,16.03828,55.7326,16.03828,55.7326,16.03828
INC-2024-11-18,636019089,EVRIALI,Cargo,ais_dark_approach,,,,55.75777,16.16661,55.75777,16.16661,55.75777,16.16661
INC-2024-11-18,636021058,ECO WILDFIRE,Cargo,ais_dark_approach,,,,55.49522,15.00041,55.49522,15.00041,55.49522,15.00041
INC-2024-11-18,636021274,KALLIOPI S,Cargo,ais_dark_approach,,,,55.48094,15.00008,55.48094,15.00008,55.48094,15.00008
INC-2024-11-18,636021532,BUFFALO,Cargo,ais_dark_approach,,,,55.50133,15.00052,55.50133,15.00052,55.50133,15.00052
INC-2024-11-18,636021867,MINERVA ARIES,Tanker,ais_dark_approach,,,,55.75673,16.18967,55.75673,16.18967,55.75673,16.18967
INC-2024-11-18,636021924,SUEZ ENCHANTED,Tanker,ais_dark_approach,,,,55.49375,15.00062,55.49375,15.00062,55.49375,15.00062
INC-2024-11-18,636021979,EKATERINI V,Cargo,ais_dark_approach,,,,55.75259,16.15136,55.75259,16.15136,55.75259,16.15136
INC-2024-11-18,636022416,LC PORTHOS,Cargo,ais_dark_approach,,,,55.76722,16.17565,55.76722,16.17565,55.76722,16.17565
INC-2024-11-18,636022536,DELOS II,Cargo,ais_dark_approach,,,,55.48268,15.00077,55.48268,15.00077,55.48268,15.00077
INC-2024-11-18,636023154,TOP MARINE,Cargo,ais_dark_approach,,,,55.49464,15.00093,55.49464,15.00093,55.49464,15.00093
INC-2024-11-18,636023569,ANTIOCHIA KA,Tanker,ais_dark_approach,,,,55.75685,16.12232,55.75685,16.12232,55.75685,16.12232
INC-2024-11-18,636023986,IRMGARD,Cargo,ais_dark_approach,,,,55.9407,16.13548,55.9407,16.13548,55.9407,16.13548
INC-2024-11-18,667002336,PIERRE,Tanker,ais_dark_approach,,,,55.76843,16.21095,55.76843,16.21095,55.76843,16.21095
INC-2024-11-18,667002348,KAPITAN MISKOV,Cargo,ais_dark_approach,,,,55.51729,15.00051,55.51729,15.00051,55.51729,15.00051
